"","dt","daily_ret","cum_ret"
"141",2004-07-26,0.996553473531743,0.996638626450535
"142",2004-07-27,0.997024395203117,0.99367302377291
"143",2004-07-28,1.00145067388671,0.995114519280429
"144",2004-07-29,1.00320099492513,0.99829987580657
"145",2004-07-30,1.00728352808412,1.00557102098838
"146",2004-08-02,1.00166895068187,1.00724926942952
"147",2004-08-03,0.998439830484898,1.00567778982525
"148",2004-08-04,1.00020334201279,1.00588228637125
"149",2004-08-05,0.993806884523652,0.999652741216139
"150",2004-08-06,1.00190198350038,1.00155406423604
"151",2004-08-09,0.998846788839291,1.00039906091111
"152",2004-08-10,1.00413394408965,1.00453465469625
"153",2004-08-11,1.00130807012194,1.00584865646452
"154",2004-08-12,0.996198790020313,1.00202521451351
"155",2004-08-13,1.00266353184259,1.00469414057945
"156",2004-08-16,1.00267822503792,1.0073849375822
"157",2004-08-17,1.00564060354326,1.01306719663055
"158",2004-08-18,1.00185292757565,1.01494433677517
"159",2004-08-19,1.00005440066346,1.01499955042046
"160",2004-08-20,1.00258307368516,1.01762136904961
"161",2004-08-23,0.995652216262736,1.01319697141056
"162",2004-08-24,1.00092601341327,1.01413520539637
"163",2004-08-25,1.00493924369545,1.01914426631595
"164",2004-08-26,1.00314489271975,1.02234936569947
"165",2004-08-27,1.00102436324287,1.02339662281106
"166",2004-08-30,0.998906124530084,1.02227715434938
"167",2004-08-31,1.00574845461853,1.02815366817871
"168",2004-09-01,1.00141525141053,1.02960876410785
"169",2004-09-02,0.99963862285071,1.02923668702779
"170",2004-09-03,0.998222387695516,1.02740710322871
"171",2004-09-07,1.00238119900638,1.02985356400206
"172",2004-09-08,1.00347897288361,1.03343639662531
"173",2004-09-09,0.997528734607616,1.0308825010231
"174",2004-09-10,1.00315873219457,1.0341387827679
"175",2004-09-13,1.00386019326551,1.03813075833274
"176",2004-09-14,1.00148195963543,1.03966922621289
"177",2004-09-15,0.995296948271314,1.03477960806129
"178",2004-09-16,1.00747375684553,1.04251329924065
"179",2004-09-17,0.999287794010266,1.04177081502455
"180",2004-09-20,1.00071639070653,1.04251712995477
"181",2004-09-21,1.00358845594796,1.04625815675062
"182",2004-09-22,0.999766414599508,1.04601376612005
"183",2004-09-23,0.995347511601353,1.04114719920835
"184",2004-09-24,1.0027706008919,1.04403180256708
"185",2004-09-27,0.999437714637726,1.04344475876675
"186",2004-09-28,1.00000555084907,1.04345055077112
"187",2004-09-29,0.997034223223678,1.0403559093604
"188",2004-09-30,0.997594790675389,1.03785363562629
"189",2004-10-01,1.0048815166627,1.04291993544205
"190",2004-10-04,1.00157007301547,1.04455739588998
"191",2004-10-05,1.00024200277401,1.0448101816774
"192",2004-10-06,1.00064043407722,1.04547931372198
"193",2004-10-07,0.992714434676975,1.03786240588799
"194",2004-10-08,1.00339071181107,1.0413814982059
"195",2004-10-11,1.00241138186675,1.04389266666704
"196",2004-10-12,0.99945274304639,1.04332138914639
"197",2004-10-13,0.997962141067972,1.04119524733454
"198",2004-10-14,0.998834546319962,1.03998178250189
"199",2004-10-15,1.00068080237563,1.04068980457003
"200",2004-10-18,1.00197794391423,1.04274823063558
"201",2004-10-19,0.997519619090898,1.04016181783132
"202",2004-10-20,1.00277932626053,1.04305276688682
"203",2004-10-21,1.00324840108224,1.0464410206236
"204",2004-10-22,0.996365400036401,1.04263762612814
"205",2004-10-25,0.999922686926402,1.04255701660861
"206",2004-10-26,1.00481850317205,1.04758058090018
"207",2004-10-27,0.999563811431891,1.04712363822662
"208",2004-10-28,1.00315187176562,1.05042403765705
"209",2004-10-29,1.00251993097767,1.05307103372924
"210",2004-11-01,0.997674801371336,1.05062243440573
"211",2004-11-02,1.00098111515144,1.05165321599457
"212",2004-11-03,1.00560399402564,1.05754667433405
"213",2004-11-04,1.00630541286349,1.06421494273813
"214",2004-11-05,0.996318151798152,1.06029666486483
"215",2004-11-08,0.997360403771494,1.05749790978716
"216",2004-11-09,0.998835688766045,1.05626665309091
"217",2004-11-10,0.998168222548077,1.05433180765256
"218",2004-11-11,1.00199027775421,1.05643022079488
"219",2004-11-12,1.00950277825855,1.06646924292872
"220",2004-11-15,1.00157806322449,1.06815219882104
"221",2004-11-16,0.996904231386544,1.06484544676953
"222",2004-11-17,1.00738033685175,1.07270436486174
"223",2004-11-18,1.00230721148973,1.07517932069743
"224",2004-11-19,0.990613076656656,1.06508669483369
"225",2004-11-22,1.00501025534218,1.07042305113637
"226",2004-11-23,1.00136100133031,1.07187989833297
"227",2004-11-24,1.00101148915946,1.07296409323037
"228",2004-11-26,0.995995687230246,1.06866760941036
"229",2004-11-29,0.992021013656845,1.06014072514951
"230",2004-11-30,0.997960166226651,1.05797821429384
"231",2004-12-01,1.00415323703168,1.06237224859216
"232",2004-12-02,0.99808604162864,1.06033891233347
"233",2004-12-03,1.00822349573529,1.06905860485701
"234",2004-12-06,1.00173859130484,1.07091726085178
"235",2004-12-07,0.99658488100694,1.06725995097425
"236",2004-12-08,1.01113968644167,1.07914889217985
"237",2004-12-09,0.997969718567122,1.07695791622075
"238",2004-12-10,1.00181177213765,1.07890911856678
"239",2004-12-13,1.00514934628031,1.08446479522326
"240",2004-12-14,1.00372202142553,1.08850119642631
"241",2004-12-15,1.00521435827629,1.09417703164865
"242",2004-12-16,0.991911748368969,1.08532705248778
"243",2004-12-17,0.996129235578898,1.08112600714775
"244",2004-12-20,1.00106221304597,1.08227439329688
"245",2004-12-21,1.00523796051895,1.08794330383963
"246",2004-12-22,0.999392149810337,1.08728199729605
"247",2004-12-23,0.998651332343662,1.08581561523298
"248",2004-12-27,0.994954327149095,1.08033694486211
"249",2004-12-28,1.0022224918765,1.08273798494595
"250",2004-12-29,1.00018823670783,1.08294179597968
"251",2004-12-30,1.00254167145753,1.08569427823269
"252",2004-12-31,1.00219696507375,1.08807951064273
"253",2005-01-03,0.99881392533343,1.08678896709995
"254",2005-01-04,0.988616251242551,1.07441723454611
"255",2005-01-05,0.999438148702188,1.07381357182849
"256",2005-01-06,1.00279928771979,1.07681948497345
"257",2005-01-07,1.00048034409949,1.07733672885928
"258",2005-01-10,1.00309037250134,1.08066610066083
"259",2005-01-11,0.999719809501663,1.08036330828755
"260",2005-01-12,1.00228157597253,1.08282823925335
"261",2005-01-13,1.00107759395168,1.08399508841468
"262",2005-01-14,1.00246351385434,1.08666552533302
"263",2005-01-18,1.00666652132991,1.09390980423613
"264",2005-01-19,0.996543602273049,1.09012881687528
"265",2005-01-20,0.998172550339232,1.08813666133869
"266",2005-01-21,0.997697543186854,1.08563127366915
"267",2005-01-24,1.00133059520691,1.08707580943837
"268",2005-01-25,0.996329801210974,1.08308602511899
"269",2005-01-26,1.00240044919911,1.08568591810055
"270",2005-01-27,0.999806678169641,1.08547603131167
"271",2005-01-28,1.00525908440198,1.09118464137666
"272",2005-01-31,1.00443503066971,1.09602407872748
"273",2005-02-01,1.00217053240904,1.09840303451145
"274",2005-02-02,1.00264303351913,1.10130615054917
"275",2005-02-03,0.998474175309524,1.09962575043289
"276",2005-02-04,1.01227522076349,1.11312389927667
"277",2005-02-07,1.00323919528156,1.116729524959
"278",2005-02-08,1.00351364065158,1.12065331121471
"279",2005-02-09,0.997743569437187,1.11812463483297
"280",2005-02-10,0.994861163017642,1.11237877460861
"281",2005-02-11,1.00386119448817,1.11667388540188
"282",2005-02-14,1.00122710817034,1.11804416505026
"283",2005-02-15,0.99928281459327,1.11724232009101
"284",2005-02-16,0.998403905607353,1.11545909588868
"285",2005-02-17,0.992802574317032,1.10743066194363
"286",2005-02-18,0.99613371508551,1.10314901948151
"287",2005-02-22,0.990400804573735,1.09255967645922
"288",2005-02-23,1.00519497296381,1.09823549443978
"289",2005-02-24,1.00211625208507,1.10055963759478
"290",2005-02-25,1.00729440998917,1.10858757080893
"291",2005-02-28,0.99126133409484,1.09889999440102
"292",2005-03-01,1.00228975045549,1.10141620116374
"293",2005-03-02,0.999078874885926,1.1004016590398
"294",2005-03-03,0.999927147926169,1.10032149249689
"295",2005-03-04,1.01157731190356,1.11306025760972
"296",2005-03-07,1.00220318554235,1.11551253587706
"297",2005-03-08,0.993432138888261,1.10818600447302
"298",2005-03-09,0.986257099140968,1.09295631408018
"299",2005-03-10,1.00409476114998,1.09743170913369
"300",2005-03-11,0.992824377724767,1.08955695371609
"301",2005-03-14,1.0060965536518,1.0961994961411
"302",2005-03-15,0.992663322248105,1.08815703368613
"303",2005-03-16,0.998454789308569,1.08647560180372
"304",2005-03-17,1.00260969418511,1.08931097086401
"305",2005-03-18,0.995432823258445,1.08433589513356
"306",2005-03-21,0.996710870736977,1.08076937420993
"307",2005-03-22,0.99060390272524,1.07061436003827
"308",2005-03-23,1.00273583607323,1.07354338542498
"309",2005-03-24,1.00160196553118,1.07526316492466
"310",2005-03-28,0.997816157805479,1.07291495985488
"311",2005-03-29,0.999337522508063,1.07220417784321
"312",2005-03-30,1.00964795621787,1.08254875680766
"313",2005-03-31,1.0025209662616,1.08527782570011
"314",2005-04-01,0.99929083434001,1.08450818393457
"315",2005-04-04,1.00077331476853,1.0853468501298
"316",2005-04-05,1.00121132569683,1.08666155865933
"317",2005-04-06,1.00346869014052,1.09043085089393
"318",2005-04-07,0.998875868469594,1.08920506319272
"319",2005-04-08,0.996383767612338,1.08526624456639
"320",2005-04-11,1.00302663682104,1.08855095134283
"321",2005-04-12,1.0071293477673,1.09631160963738
"322",2005-04-13,0.992750845782,1.08836427770813
"323",2005-04-14,0.992699312696027,1.08041847044377
"324",2005-04-15,0.999660760402339,1.08005194971655
"325",2005-04-18,1.00113803013811,1.08128108138605
"326",2005-04-19,1.00878305222342,1.09077802959206
"327",2005-04-20,0.991906144934739,1.08194943031217
"328",2005-04-21,1.00365296513865,1.08590175386288
"329",2005-04-22,1.00250613708004,1.08862317251352
"330",2005-04-25,1.00467710271729,1.09371477491179
"331",2005-04-26,0.994567229236491,1.08777287325903
"332",2005-04-27,1.00367916217804,1.09177496607262
"333",2005-04-28,0.998098398126309,1.08969884475149
"334",2005-04-29,1.00524781748714,1.09541738540468
"335",2005-05-02,1.00245425939092,1.09810582380979
"336",2005-05-03,1.00225422925232,1.10058120607996
"337",2005-05-04,0.99877930751233,1.09923773486963
"338",2005-05-05,1.00108728984124,1.10043292489186
"339",2005-05-06,0.994533883245983,1.09441783004444
"340",2005-05-09,1.00338927447319,1.09812711245881
"341",2005-05-10,0.999102741535567,1.09714180861213
"342",2005-05-11,1.00415077184916,1.10169579394586
"343",2005-05-12,0.997122822369896,1.09852601945234
"344",2005-05-13,1.00123112325633,1.09987844038257
"345",2005-05-16,1.0035320164564,1.10376322913404
"346",2005-05-17,1.00453594887904,1.10876984271596
"347",2005-05-18,1.00825928898912,1.11792749326936
"348",2005-05-19,1.00047202644837,1.11845518461355
"349",2005-05-20,1.00000815344141,1.11846430387237
"350",2005-05-23,1.00676421216351,1.12602983372107
"351",2005-05-24,1.00046581115825,1.12655435098213
"352",2005-05-25,0.995818576233946,1.12184374984518
"353",2005-05-26,1.00225305006527,1.124371319979
"354",2005-05-27,1.00133998459057,1.12587796022185
"355",2005-05-31,1.00364142426197,1.12997775954222
"356",2005-06-01,1.01046021721154,1.14179757235124
"357",2005-06-02,1.00228448625458,1.14440599321079
"358",2005-06-03,0.99322430614547,1.1366518485555
"359",2005-06-06,1.00237440994495,1.13935072600866
"360",2005-06-07,1.00456562905228,1.14455257878406
"361",2005-06-08,0.996590726433708,1.14065048593198
"362",2005-06-09,1.00176003079382,1.14265806591221
"363",2005-06-10,0.992915072772277,1.13456241666905
"364",2005-06-13,0.998310223157896,1.13264525937144
"365",2005-06-14,0.997629284347478,1.12996007952629
"366",2005-06-15,1.00185441903108,1.13205549900213
"367",2005-06-16,1.00384974679258,1.13641362602843
"368",2005-06-17,1.00167542080619,1.13831759706192
"369",2005-06-20,0.999254386251764,1.13746885181169
"370",2005-06-21,1.00417541549721,1.14221825688314
"371",2005-06-22,1.00675383196127,1.14993260705322
"372",2005-06-23,0.992844477853098,1.14170423881601
"373",2005-06-24,0.999252439242203,1.14085074553006
"374",2005-06-27,1.00210693510248,1.14325444401251
"375",2005-06-28,1.00020316136088,1.14348670914118
"376",2005-06-29,0.997927940121508,1.14111733620958
"377",2005-06-30,1.00221642419664,1.14364653628477
"378",2005-07-01,0.994983029895813,1.13790889580247
"379",2005-07-05,0.998851226800038,1.13660169655897
"380",2005-07-06,0.998844759657274,1.1352886484255
"381",2005-07-07,1.00296993970048,1.13866038725396
"382",2005-07-08,1.00319132006429,1.14229421699422
"383",2005-07-11,1.00240273986896,1.14503885285147
"384",2005-07-12,0.99827581113872,1.14306458961565
"385",2005-07-13,0.999873943339391,1.14292049871062
"386",2005-07-14,1.00050171903911,1.14349392368501
"387",2005-07-15,1.0011453826745,1.1448036618136
"388",2005-07-18,0.994137945116858,1.13809275991763
"389",2005-07-19,1.00442483510547,1.14312863271499
"390",2005-07-20,1.0044976026756,1.14826997111205
"391",2005-07-21,0.98998684312686,1.13677216375859
"392",2005-07-22,1.00722502092275,1.14498536642614
"393",2005-07-25,0.996738384514599,1.14125086442444
"394",2005-07-26,1.00142338929646,1.14287530868945
"395",2005-07-27,1.00086093353358,1.14385924836739
"396",2005-07-28,1.00764564193951,1.15260478660961
"397",2005-07-29,0.991606720647455,1.14293065265251
"398",2005-08-01,0.997698461711575,1.14030015399442
"399",2005-08-02,1.00112523879105,1.14158326396114
"400",2005-08-03,1.00381986964101,1.14594396321383
"401",2005-08-04,0.995115005232396,1.14034603294956
"402",2005-08-05,0.992659352859371,1.13197515510346
"403",2005-08-08,0.998135423004382,1.12986450026964
"404",2005-08-09,1.00480809492143,1.1352969960353
"405",2005-08-10,0.999198090435278,1.13438659051538
"406",2005-08-11,1.00552472933947,1.1406537693943
"407",2005-08-12,1.00230964405331,1.14328827358966
"408",2005-08-15,1.00159212660396,1.14510853326604
"409",2005-08-16,0.997409098188352,1.14214166949266
"410",2005-08-17,0.996493126714425,1.13813632338358
"411",2005-08-18,1.00382132888402,1.14248551659007
"412",2005-08-19,1.00104732926946,1.14368207511154
"413",2005-08-22,0.999453422349545,1.14305696405005
"414",2005-08-23,1.00141610870406,1.14467565696608
"415",2005-08-24,0.99613240651153,1.14024851684879
"416",2005-08-25,1.0033957824564,1.14412055275824
"417",2005-08-26,0.996477780643252,1.14009070920086
"418",2005-08-29,1.00445257806902,1.14516705208934
"419",2005-08-30,1.0005781859183,1.14582917155296
"420",2005-08-31,1.01043685045658,1.15778801926525
"421",2005-09-01,0.996609439247434,1.15386246864733
"422",2005-09-02,0.999523876175002,1.15331308723524
"423",2005-09-06,1.002322284797,1.15599140868391
"424",2005-09-07,0.996258659601687,1.1516664513265
"425",2005-09-08,0.998819152722974,1.15030650913341
"426",2005-09-09,1.00609062380482,1.15731259334077
"427",2005-09-12,0.995579923229718,1.15219718283099
"428",2005-09-13,0.999727178483541,1.15188283864831
"429",2005-09-14,0.996256932582411,1.14757126352609
"430",2005-09-15,0.995717813682374,1.14265714956292
"431",2005-09-16,1.0004616173505,1.14318461992883
"432",2005-09-19,0.999333022355786,1.14242214134413
"433",2005-09-20,0.996853427831273,1.13882742762924
"434",2005-09-21,0.999620023636782,1.13839470012495
"435",2005-09-22,1.00138218282266,1.13996816972487
"436",2005-09-23,0.996843898767954,1.13637031477991
"437",2005-09-26,0.998458237487948,1.13461830162877
"438",2005-09-27,1.00053524211256,1.13522559712549
"439",2005-09-28,1.00367176951015,1.13939388386016
"440",2005-09-29,1.00212057556528,1.1418100546895
"441",2005-09-30,0.999988513158886,1.14179693889882
"442",2005-10-03,0.994396571737238,1.13539896166106
"443",2005-10-04,0.995667211847732,1.13047951849188
"444",2005-10-05,0.995323029972236,1.12519229966689
"445",2005-10-06,0.996292463655505,1.12102060832133
"446",2005-10-07,1.00373050034532,1.12520257608779
"447",2005-10-10,0.995399889768902,1.12002652020547
"448",2005-10-11,0.998247983524447,1.11806421528901
"449",2005-10-12,0.991180842628379,1.1082038310228
"450",2005-10-13,0.997879853388351,1.10585427642544
"451",2005-10-14,1.00441398506019,1.11073550068033
"452",2005-10-17,1.00172098362156,1.11264705828488
"453",2005-10-18,0.995281911740844,1.1073974912626
"454",2005-10-19,1.00805534358862,1.1163179585439
"455",2005-10-20,0.993216338401555,1.10874523527688
"456",2005-10-21,1.0067508121323,1.11623016606281
"457",2005-10-24,1.00284197940481,1.11940246920578
"458",2005-10-25,0.994432301748661,1.11316997403544
"459",2005-10-26,0.994694788132993,1.10726437147919
"460",2005-10-27,0.997026771662528,1.10397222167284
"461",2005-10-28,1.00643384771739,1.11107501083131
"462",2005-10-31,1.00228207374183,1.11361056593873
"463",2005-11-01,1.00072051176936,1.11441293545797
"464",2005-11-02,1.00207317403545,1.11672330742054
"465",2005-11-03,0.998197164424279,1.11471003891368
"466",2005-11-04,0.998538058827353,1.11308039841223
"467",2005-11-07,1.00231569981851,1.11565795848882
"468",2005-11-08,1.00535109757764,1.12162795308797
"469",2005-11-09,0.994888408491694,1.11589464916748
"470",2005-11-10,1.01013455165865,1.12720374113508
"471",2005-11-11,1.00185389374898,1.1292934571046
"472",2005-11-14,0.995690747343472,1.12442704627457
"473",2005-11-15,1.00180043376939,1.1264515026999
"474",2005-11-16,1.00651509614875,1.1337904425469
"475",2005-11-17,1.00561372056607,1.14015522527184
"476",2005-11-18,0.999345419094038,1.13940890143154
"477",2005-11-21,1.00393587155568,1.14389346851697
"478",2005-11-22,1.00269716644656,1.1469787395987
"479",2005-11-23,1.00058999199297,1.14765544787117
"480",2005-11-25,1.00232661763599,1.15032560327623
"481",2005-11-28,0.999467017584088,1.14971249995711
"482",2005-11-29,0.994339581640418,1.14320464621411
"483",2005-11-30,0.996928605400689,1.13969341363782
"484",2005-12-01,1.00374901806935,1.14396614483907
"485",2005-12-02,1.00075561669828,1.14483054476037
"486",2005-12-05,0.996580676577536,1.14091599886392
"487",2005-12-06,1.00641122089402,1.14823066335416
"488",2005-12-07,0.995279864875285,1.14281085946878
"489",2005-12-08,1.00322496393426,1.14649638327425
"490",2005-12-09,0.996902559338941,1.14294517875894
"491",2005-12-12,0.999407412519861,1.14226788375552
"492",2005-12-13,1.00509897180887,1.14809227549296
"493",2005-12-14,1.00730461281218,1.15647864503809
"494",2005-12-15,0.997353201281869,1.15341767884286
"495",2005-12-16,1.00029490487129,1.15375782733498
"496",2005-12-19,0.998168950224887,1.15164523932471
"497",2005-12-20,0.999774969709043,1.15138608426142
"498",2005-12-21,0.999765623051617,1.15111622590458
"499",2005-12-22,1.00667393704712,1.15879870313018
"500",2005-12-23,1.003545190298,1.16290686504986
"501",2005-12-27,0.999704773787735,1.16256354446087
"502",2005-12-28,0.999514676863695,1.16199932547532
"503",2005-12-29,0.999128463667918,1.16098660084531
"504",2005-12-30,0.996271035106738,1.15665732256921
"505",2006-01-03,1.00714433450394,1.16492086938808
"506",2006-01-04,1.00344355487875,1.16893233833121
"507",2006-01-05,0.999628874864653,1.16849851815894
"508",2006-01-06,1.002731156943,1.17168987099969
"509",2006-01-09,1.00151689871274,1.17346720585673
"510",2006-01-10,0.996047029698486,1.16882852484218
"511",2006-01-11,1.00053913028495,1.16945867569783
"512",2006-01-12,1.00184601086713,1.17161750912182
"513",2006-01-13,1.00269967827762,1.17478049946087
"514",2006-01-17,1.00118377638792,1.17617117687713
"515",2006-01-18,0.99801237098568,1.17383338492016
"516",2006-01-19,1.000157149541,1.1740178522978
"517",2006-01-20,0.993286344740632,1.16613590116913
"518",2006-01-23,1.00139822334,1.16776641960376
"519",2006-01-24,0.997739472690242,1.16512665172083
"520",2006-01-25,0.994329238185585,1.15851949599529
"521",2006-01-26,1.00007311241914,1.15860419815827
"522",2006-01-27,1.0040898815624,1.16334275210644
"523",2006-01-30,0.99910104797263,1.1622969627809
"524",2006-01-31,0.998284832355958,1.16030342863757
"525",2006-02-01,1.00116760735626,1.16165820745634
"526",2006-02-02,0.995984932844457,1.15699407174161
