"","dt","status","side","order_type","rule","security","qty","price"
"1","2010-04-16 09:49:00","closed","long","stoplimit","EnterLONG","NVG.NEA","50","-0.696117374164331"
"2",NA,"open","long","stoplimit","StopLossLONG","NVG.NEA","all","-1.0441760612465"
"3","2010-04-20 09:31:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","-0.675906607163309"
"4","2010-04-26 09:33:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","-0.580408131503104"
"5","2010-04-26 09:49:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","-0.250408131503104"
"6","2010-04-26 12:29:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","-0.0395097041541241"
"7","2010-04-26 12:31:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","-0.43874967516739"
"8","2010-04-26 13:25:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","-0.429223519834737"
"9","2010-04-26 14:56:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","-0.119509704154124"
"10","2010-04-26 14:58:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","0.081013402498936"
"11","2010-04-26 15:05:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","0.081013402498936"
"12","2010-04-27 09:33:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","-0.498512752833719"
"13","2010-04-27 09:35:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","0.133807208517306"
"14","2010-04-27 09:41:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","-0.102352772158206"
"15","2010-04-27 09:46:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","-0.238986597501064"
"16","2010-04-27 09:49:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","0.210776480165263"
"17","2010-04-27 10:04:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","0.221013402498937"
"18","2010-04-27 10:29:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","0.26196109183363"
"19","2010-04-27 15:59:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","-0.211405082823514"
"20","2010-04-28 09:33:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","-0.11401122849392"
"21","2010-04-28 09:43:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","0.108594917176486"
"22","2010-04-28 09:45:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","-0.00140508282351348"
"23","2010-04-28 09:47:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","-0.191405082823513"
"24","2010-04-28 09:49:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","-0.488986597501064"
"25","2010-04-29 09:37:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","-0.022115849824532"
"26","2010-04-29 09:43:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","-0.274721995494943"
"27","2010-04-30 10:04:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","0.138594917176487"
"28","2010-04-30 10:08:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","-0.233537383826574"
"29","2010-04-30 10:31:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","-0.303537383826574"
"30","2010-04-30 15:31:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","-0.303063539159227"
"31","2010-04-30 15:40:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","0.0142810531846518"
"32","2010-04-30 15:51:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","-0.272589694491881"
"33","2010-04-30 15:54:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","-0.29258969449188"
"34","2010-04-30 15:58:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","0.0404902958458759"
"35","2010-05-03 09:32:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","-0.120694315822494"
"36","2010-05-03 09:43:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","-0.264011228493921"
"37","2010-05-03 09:49:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","-0.274248150827594"
"38","2010-05-03 09:56:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","-0.12401122849392"
"39","2010-05-03 10:18:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","-0.103537383826573"
"40","2010-05-03 10:22:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","0.185278004505058"
"41","2010-05-03 15:56:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","-0.163537383826574"
"42","2010-05-05 15:12:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","-0.304958917828616"
"43","2010-05-05 15:25:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","-0.316617374164331"
"44","2010-05-05 15:33:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","-0.296143529496982"
"45","2010-05-05 15:37:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","-0.358275830500045"
"46","2010-05-05 15:42:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","-0.146143529496982"
"47","2010-05-05 15:48:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","-0.306143529496982"
"48","2010-05-06 09:42:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","-0.345432762495962"
"49","2010-05-06 10:00:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","-0.488749675167391"
"50","2010-05-06 10:15:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","-0.600171209169432"
"51","2010-05-06 10:26:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","-0.416143529496983"
"52","2010-05-06 10:29:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","-0.156380451830655"
"53","2010-05-06 10:38:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","-0.235906607163308"
"54","2010-05-06 11:31:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","-0.539934286835758"
"55","2010-05-06 11:43:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","-0.202115849824532"
"56","2010-05-06 12:18:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","-0.393774306160246"
"57","2010-05-06 12:28:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","-0.273774306160247"
"58","2010-05-06 13:09:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","-0.588038908166371"
"59","2010-05-06 13:13:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","-0.292115849824532"
"60","2010-05-07 09:32:00","rejected","short","market","Exit2SHORT","NVG.NEA","all","-0.403774306160248"
