"","dt","status","side","order_type","rule","security","qty","price"
"1","2006-06-08 09:40:00","closed","long","stoplimit","EnterLONG","ZNH.CEA","50","-1.71882483761605"
"2",NA,"open","long","stoplimit","StopLossLONG","ZNH.CEA","all","-2.57823725642407"
"3","2006-06-08 11:22:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","-0.702932640657838"
"4","2006-06-26 10:24:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","-0.10002386292661"
"5","2006-06-26 10:43:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","-0.10002386292661"
"6","2006-07-19 10:04:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","-0.154911298506374"
"7","2006-07-19 10:11:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","-0.901558228825847"
"8","2006-09-13 10:51:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","-1.17961514122975"
"9","2006-09-13 14:37:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","-1.18961514122975"
"10","2006-09-20 10:18:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","0.476137239459469"
"11","2006-09-20 11:02:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","0.34613723945947"
"12","2006-10-16 09:53:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","-0.895177963330946"
"13","2006-10-17 10:41:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","-1.17127985667545"
"14","2006-10-25 09:45:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","0.503832707744788"
"15","2006-10-25 14:16:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","-0.904378192994713"
"16","2006-10-25 15:41:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","-0.971694544103961"
"17","2006-10-26 14:08:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","0.0341526158792824"
"18","2006-10-26 14:13:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","0.0341526158792824"
"19","2006-10-30 09:38:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","0.01594171513978"
"20","2006-10-30 09:42:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","-0.0438983307929703"
"21","2006-10-30 09:58:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","-0.0438983307929703"
"22","2006-10-30 10:04:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","-0.0538983307929701"
"23","2006-10-30 10:28:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","-0.183898330792971"
"24","2006-10-30 10:51:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","-0.0673165752467266"
"25","2006-10-30 10:53:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","-0.0673165752467266"
"26","2006-10-30 11:01:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","0.101788875123026"
"27","2006-10-30 11:05:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","0.119105226232271"
"28","2006-10-30 11:34:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","0.113577974383523"
"29","2006-10-30 11:38:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","0.103577974383523"
"30","2006-10-30 11:50:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","0.123577974383522"
"31","2006-10-30 11:55:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","0.113577974383523"
"32","2006-10-30 12:10:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","0.093577974383523"
"33","2006-10-30 12:14:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","0.093577974383523"
"34","2006-10-30 12:23:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","0.0735779743835234"
"35","2006-10-30 12:28:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","0.0835779743835232"
"36","2006-10-30 12:33:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","0.0735779743835234"
"37","2006-10-30 13:11:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","0.0735779743835234"
"38","2006-10-30 13:16:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","0.0826834247532737"
"39","2006-10-30 13:20:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","0.119105226232271"
"40","2006-10-30 13:25:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","0.0917888751230258"
"41","2006-10-30 13:45:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","0.119105226232271"
"42","2006-10-30 13:49:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","0.100894325492773"
"43","2006-10-30 13:54:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","0.129105226232271"
"44","2006-10-30 14:46:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","0.14731612697177"
"45","2006-10-30 15:05:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","0.0908943254927728"
"46","2006-10-30 15:12:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","0.12731612697177"
"47","2006-10-30 15:14:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","0.100894325492773"
"48","2006-10-30 15:18:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","0.109999775862525"
"49","2006-10-30 15:25:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","0.13731612697177"
"50","2006-10-30 15:30:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","0.13731612697177"
"51","2006-10-30 15:32:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","0.100894325492773"
"52","2006-10-30 15:35:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","0.13731612697177"
"53","2006-10-30 15:44:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","0.13731612697177"
"54","2006-10-30 15:58:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","0.0117888751230257"
"55","2006-10-31 09:32:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","0.493832707744787"
"56","2006-10-31 10:25:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","0.752203562551534"
"57","2006-10-31 10:40:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","0.651149058854038"
"58","2006-10-31 10:52:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","0.642043608484288"
"59","2006-10-31 10:59:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","0.642938158114537"
"60","2006-10-31 11:10:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","0.742203562551536"
"61","2006-10-31 11:58:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","0.66025450922379"
"62","2006-10-31 12:04:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","0.66025450922379"
"63","2006-10-31 12:22:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","0.618465409963287"
"64","2006-10-31 13:21:00","rejected","short","market","Exit2SHORT","ZNH.CEA","all","0.627570860333034"
"65","2006-11-01 09:35:00","closed","short","stoplimit","EnterSHORT","ZNH.CEA","-50","1.72863483075306"
"66","2006-11-01 10:02:00","closed","short","stoplimit","EnterSHORT","ZNH.CEA","-50","1.52904951818157"
"67","2006-11-01 10:02:00","canceled","short","stoplimit","EnterSHORT","ZNH.CEA","-50","1.55547131966057"
"68","2006-11-01 10:04:00","closed","short","stoplimit","StopLossSHORT","ZNH.CEA","all","-0.027014340169714"
"69","2006-11-01 10:05:00","closed","short","stoplimit","EnterSHORT","ZNH.CEA","-50","1.82547131966057"
"70","2006-11-01 10:06:00","closed","short","stoplimit","StopLossSHORT","ZNH.CEA","all","1.56895697949086"
"71","2006-11-01 10:07:00","closed","short","stoplimit","EnterSHORT","ZNH.CEA","-50","1.75547131966057"
"72","2006-11-07 10:10:00","closed","short","stoplimit","StopLossSHORT","ZNH.CEA","all","2.61895697949086"
"73","2006-11-07 11:45:00","canceled","short","stoplimit","EnterSHORT","ZNH.CEA","-50","2.70796540996329"
"74","2006-11-07 11:45:00","closed","short","stoplimit","EnterSHORT","ZNH.CEA","-50","2.76365261587928"
"75","2006-12-04 09:37:00","replaced","short","stoplimit","StopLossSHORT","ZNH.CEA","all","4.09159622160042"
"76","2006-12-04 09:38:00","closed","short","market","Exit2SHORT","ZNH.CEA","all","0.656925078332396"
"77","2006-02-28 10:40:00","closed","short","stoplimit","EnterSHORT","LII.TV","-50","3.29158313208014"
"78","2006-03-22 09:34:00","closed","short","stoplimit","StopLossSHORT","LII.TV","all","4.7001194419051"
"79","2006-03-28 11:17:00","closed","short","stoplimit","EnterSHORT","LII.TV","-50","22.611491462878"
"80",NA,"open","short","stoplimit","StopLossSHORT","LII.TV","all","33.8566010248599"
"81","2006-03-07 14:08:00","closed","long","stoplimit","EnterLONG","MAC.MAA","50","-8.66189127033253"
"82","2006-08-03 09:38:00","closed","long","stoplimit","StopLossLONG","MAC.MAA","all","-12.9928369054988"
"83","2006-04-27 11:26:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","-3.53215826774242"
"84","2006-08-04 09:46:00","closed","long","stoplimit","EnterLONG","MAC.MAA","50","-9.19953580330078"
"85","2006-08-17 09:53:00","closed","long","stoplimit","StopLossLONG","MAC.MAA","all","-13.7993037049512"
"86","2006-08-30 10:21:00","closed","long","stoplimit","EnterLONG","MAC.MAA","50","-13.2212097609712"
"87",NA,"open","long","stoplimit","StopLossLONG","MAC.MAA","all","-19.8318146414568"
"88","2006-11-24 11:58:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","-2.82443341967024"
"89","2006-11-29 11:13:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","-1.72814634144926"
"90","2006-11-30 09:41:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","-1.0997741743509"
"91","2006-11-30 15:49:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","-1.17029186827529"
"92","2006-12-01 14:20:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","-0.968528846296437"
"93","2006-12-13 09:38:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","-2.13080956219964"
"94","2006-12-18 15:29:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","-0.632759461999825"
"95","2006-12-19 10:39:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","-0.601896638792553"
"96","2006-12-19 13:48:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","-1.18013361681371"
"97","2006-12-19 15:49:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","-1.65455985954293"
"98","2006-12-20 09:43:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","-0.0952501181087655"
"99","2006-12-20 12:21:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","0.247067973358725"
"100","2006-12-20 12:50:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","0.451704156293658"
"101","2006-12-20 13:31:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","0.887758231924536"
"102","2006-12-20 13:48:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","1.06256697950096"
"103","2006-12-20 14:00:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","1.10042145267494"
"104","2006-12-20 14:03:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","1.14934868926193"
"105","2006-12-20 14:24:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","1.25526757581561"
"106","2006-12-20 14:38:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","0.764367377044067"
"107","2006-12-20 15:19:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","0.539386064826203"
"108","2006-12-20 15:59:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","0.847585667283084"
"109","2006-12-21 09:34:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","1.1423944148595"
"110","2006-12-21 09:58:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","0.710286263597752"
"111","2006-12-21 10:20:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","0.360286263597743"
"112","2006-12-21 10:22:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","0.345822645304239"
"113","2006-12-21 13:32:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","0.522776919706686"
"114","2006-12-21 13:52:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","0.360631392880663"
"115","2006-12-21 14:55:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","0.725612705098513"
"116","2006-12-22 09:37:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","0.935057635609894"
"117","2006-12-22 10:40:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","1.17450256612125"
"118","2006-12-22 10:45:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","1.40806598564319"
"119","2006-12-22 10:57:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","1.79965644298056"
"120","2006-12-22 11:00:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","1.68072920639358"
"121","2006-12-22 11:13:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","1.43270216857813"
"122","2006-12-22 14:12:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","0.648966184414746"
"123","2006-12-26 09:39:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","1.72571051861144"
"124","2006-12-26 10:05:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","0.468830995337555"
"125","2006-12-26 10:11:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","0.408830995337567"
"126","2006-12-27 09:40:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","2.01523020025135"
"127","2006-12-27 09:56:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","1.88578526973998"
"128","2006-12-27 10:01:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","2.03595783438143"
"129","2006-12-27 10:08:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","1.90453994168551"
"130","2006-12-27 10:12:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","1.90685803315299"
"131","2006-12-27 10:19:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","2.05917612462046"
"132","2006-12-27 10:26:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","2.01132165144649"
"133","2006-12-27 10:50:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","2.26149421608794"
"134","2006-12-27 10:56:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","2.19703059779445"
"135","2006-12-27 11:18:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","3.03737572707736"
"136","2006-12-27 11:32:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","2.56844849049037"
"137","2006-12-27 11:58:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","2.46827592584891"
"138","2006-12-27 12:32:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","2.9054027648928"
"139","2006-12-27 14:07:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","4.03695584666592"
"140","2006-12-27 14:39:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","3.60875624420902"
"141","2006-12-27 15:09:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","3.47519282468707"
"142","2006-12-27 15:22:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","3.60643815274155"
"143","2006-12-27 15:32:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","3.64321986250251"
"144","2006-12-27 15:58:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","3.6932198625025"
"145","2006-12-28 09:36:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","3.80339242714398"
"146","2006-12-28 09:40:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","3.39519282468707"
"147","2006-12-28 09:46:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","3.27145684052368"
"148","2006-12-28 09:50:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","3.01574789417572"
"149","2006-12-28 10:07:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","2.92823855028465"
"150","2006-12-28 11:19:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","3.23484769540416"
"151","2006-12-28 11:32:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","3.24360236734971"
"152","2006-12-28 11:49:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","3.11325723806678"
"153","2006-12-28 12:00:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","3.26896618441474"
"154","2006-12-28 12:04:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","3.22664809294727"
"155","2006-12-28 12:32:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","3.32308467342533"
"156","2006-12-28 14:41:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","4.13180196980659"
"157","2006-12-28 14:59:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","4.01484769540416"
"158","2006-12-28 15:27:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","3.83038407711066"
"159","2006-12-28 15:54:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","4.02823855028464"
"160","2006-12-29 09:40:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","3.91502026004562"
"161","2006-12-29 09:42:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","3.67592045881717"
"162","2006-12-29 09:59:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","3.84557532953426"
"163","2006-12-29 10:10:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","3.98484769540416"
"164","2006-12-29 10:37:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","3.75093914659929"
"165","2006-12-29 10:47:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","4.01235703929522"
"166","2006-12-29 10:53:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","4.07342980270823"
"167","2006-12-29 13:49:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","3.61471250632698"
"168","2006-12-29 14:22:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","3.29668546851154"
"169","2006-12-29 15:57:00","rejected","short","market","Exit2SHORT","MAC.MAA","all","3.59810336120745"
"170","2006-04-03 10:18:00","closed","short","stoplimit","EnterSHORT","CNX.SQM","-50","12.5870800433512"
"171","2006-04-18 14:06:00","closed","short","stoplimit","StopLossSHORT","CNX.SQM","all","17.8531634201005"
"172","2006-04-18 14:07:00","closed","short","stoplimit","EnterSHORT","CNX.SQM","-50","18.7103511495023"
"173","2006-06-01 09:32:00","replaced","short","stoplimit","StopLossSHORT","CNX.SQM","all","27.8614446924448"
"174","2006-06-01 09:33:00","closed","short","market","Exit2SHORT","CNX.SQM","all","-11.928772249342"
"175","2006-06-01 09:36:00","closed","long","stoplimit","EnterLONG","CNX.SQM","50","-13.4869613117675"
"176","2006-07-24 10:04:00","closed","long","stoplimit","StopLossLONG","CNX.SQM","all","-20.2304419676512"
"177","2006-08-03 14:58:00","closed","long","stoplimit","EnterLONG","CNX.SQM","50","-17.8522253944519"
"178","2006-09-07 14:26:00","closed","long","stoplimit","StopLossLONG","CNX.SQM","all","-26.7783380916778"
"179","2006-02-02 09:54:00","canceled","short","stoplimit","EnterSHORT","RS.CBD","-50","11.9044775333135"
"180","2006-02-02 09:54:00","closed","short","stoplimit","EnterSHORT","RS.CBD","-50","13.088829702752"
"181","2006-02-15 12:10:00","replaced","short","stoplimit","StopLossSHORT","RS.CBD","all","19.498994554128"
"182","2006-02-15 12:11:00","closed","short","market","Exit2SHORT","RS.CBD","all","5.19588792603503"
"183","2006-02-22 09:35:00","closed","short","stoplimit","EnterSHORT","RS.CBD","-50","10.734597409815"
"184","2006-02-27 10:22:00","replaced","short","stoplimit","StopLossSHORT","RS.CBD","all","15.7009252263639"
"185","2006-02-27 10:23:00","closed","short","market","Exit2SHORT","RS.CBD","all","5.19369619212692"
"186","2006-03-28 11:11:00","closed","short","stoplimit","EnterSHORT","RS.CBD","-50","10.8274884233147"
"187","2006-03-28 11:11:00","canceled","short","stoplimit","EnterSHORT","RS.CBD","-50","10.9140066877639"
"188","2006-04-20 09:51:00","closed","short","stoplimit","StopLossSHORT","RS.CBD","all","16.2217600316458"
