"","dt","status","side","order_type","rule","security","qty","price"
"1","2011-09-06 11:59:00","closed","short","stoplimit","EnterSHORT","NVG.NEA","-50","0.705125225495236"
"2","2011-09-06 12:05:00","closed","short","stoplimit","StopLossSHORT","NVG.NEA","all","0.683311793302271"
"3","2011-09-06 12:06:00","closed","short","stoplimit","EnterSHORT","NVG.NEA","-50","0.715125225495236"
"4","2011-09-06 12:07:00","closed","short","stoplimit","StopLossSHORT","NVG.NEA","all","0.668437838242855"
"5","2011-09-06 12:08:00","closed","short","stoplimit","EnterSHORT","NVG.NEA","-50","0.715125225495236"
"6","2011-10-03 09:59:00","replaced","short","stoplimit","StopLossSHORT","NVG.NEA","all","0.850328512351607"
"7","2011-10-03 10:00:00","closed","short","market","Exit2SHORT","NVG.NEA","all","0.349910753475076"
"8","2011-06-06 10:54:00","closed","long","stoplimit","EnterLONG","USM.MAA","50","-4.94598624484032"
"9","2011-07-18 09:39:00","closed","long","stoplimit","StopLossLONG","USM.MAA","all","-7.41897936726048"
"10","2011-07-18 09:47:00","closed","long","stoplimit","EnterLONG","USM.MAA","50","-7.61321846844338"
"11","2011-08-02 09:46:00","closed","long","stoplimit","StopLossLONG","USM.MAA","all","-11.4198277026651"
"12","2011-08-05 11:11:00","closed","long","stoplimit","EnterLONG","USM.MAA","50","-8.56013640419099"
"13","2011-09-13 12:07:00","closed","long","stoplimit","StopLossLONG","USM.MAA","all","-12.8402046062865"
"14","2011-09-27 14:07:00","closed","long","stoplimit","EnterLONG","USM.MAA","50","-8.47801044845114"
"15",NA,"open","long","stoplimit","StopLossLONG","USM.MAA","all","-12.7170156726767"
"16","2011-11-14 10:34:00","rejected","short","market","Exit2SHORT","USM.MAA","all","-3.74583238222535"
"17","2011-11-15 14:00:00","rejected","short","market","Exit2SHORT","USM.MAA","all","-3.55578301140558"
"18","2011-11-17 10:37:00","rejected","short","market","Exit2SHORT","USM.MAA","all","-3.15414775337403"
