"","dt","symbol1","symbol2"
"72",2009-01-01,"BLK","PRU"
"73",2009-01-01,"CCL","FUN"
"74",2009-01-01,"GEL","RCL"
"75",2009-01-01,"TIF","CLB"
"76",2009-01-01,"MAA","CBD"
"77",2009-01-01,"IT","ASGN"
"78",2009-01-01,"DNP","TIF"
"79",2009-01-01,"CHA","ZNH"
"80",2009-01-01,"MTN","TIF"
"81",2009-01-01,"BLK","PKG"
"82",2009-01-01,"RIO","NFX"
"83",2009-01-01,"DNP","CCL"
"84",2009-01-01,"SUI","NUS"
"85",2009-01-01,"MKL","BYD"
"86",2009-01-01,"CHA","USM"
"87",2009-01-01,"DNP","FUN"
"88",2009-01-01,"ACN","HIW"
"89",2009-01-01,"HDB","DKS"
"90",2009-01-01,"BLK","TV"
"91",2009-01-01,"BYD","ERJ"
"92",2009-01-01,"SUI","MTN"
"93",2009-01-01,"SKX","URI"
"94",2009-01-01,"MTD","BLK"
"95",2009-01-01,"TV","SKX"
"96",2009-01-01,"MKL","ERJ"
"97",2009-01-01,"SKX","TIF"
"98",2009-01-01,"MKL","NOK"
"99",2009-01-01,"ROP","FDS"
"100",2009-01-01,"ROP","TIF"
"101",2009-01-01,"GEL","ERJ"
"102",2009-01-01,"BLK","TIF"
"103",2009-01-01,"CHA","BYD"
"104",2009-01-01,"CCJ","SBS"
"105",2009-01-01,"ROP","URI"
"106",2009-01-01,"TIF","IEX"
"107",2009-01-01,"MKL","DKS"
"108",2009-01-01,"ERJ","RCL"
"109",2009-01-01,"RSG","FDS"
"110",2009-01-01,"CPT","TV"
"111",2009-01-01,"NFX","COG"
"112",2009-01-01,"FDS","KOF"
"113",2009-01-01,"TSM","CBD"
"114",2009-01-01,"BYD","KEP"
"115",2009-01-01,"HDB","ERJ"
"116",2009-01-01,"PAA","DNP"
"117",2009-01-01,"NVG","MTN"
"118",2009-01-01,"ACN","FDS"
"119",2009-01-01,"HIW","EL"
"120",2009-01-01,"RL","EL"
"121",2009-01-01,"GEL","BG"
"122",2009-01-01,"KSS","RL"
"123",2009-01-01,"NEA","BG"
"124",2009-01-01,"CHA","NOK"
"125",2009-01-01,"RSG","KOF"
"126",2009-01-01,"ROP","CLB"
"127",2009-01-01,"HIW","IEX"
"128",2009-01-01,"MTG","ZNH"
"129",2009-01-01,"RSG","TV"
"130",2009-01-01,"DECK","TIF"
"131",2009-01-01,"CHA","KEP"
"132",2009-01-01,"TSM","URI"
"133",2009-01-01,"RIO","CIEN"
"134",2009-01-01,"CCL","MTN"
"135",2009-01-01,"TSM","TIF"
"136",2009-01-01,"CEA","NOK"
"137",2009-01-01,"TIF","ING"
"138",2009-01-01,"FR","URI"
"139",2009-01-01,"CHA","HDB"
"140",2009-01-01,"USM","PKX"
"141",2009-01-01,"CPT","TIF"
"142",2009-01-01,"MAA","HIW"
"143",2009-01-01,"MTD","PKG"
"144",2009-01-01,"RIO","COG"
"145",2009-01-01,"ACH","BVN"
"146",2009-01-01,"GEL","FR"
"147",2009-01-01,"DKS","RCL"
"148",2009-01-01,"RSG","ROP"
"149",2009-01-01,"PKG","CRL"
"150",2009-01-01,"PKG","WAT"
"151",2009-01-01,"MTG","CEA"
"152",2009-01-01,"ERJ","MTN"
"153",2009-01-01,"ZNH","NOK"
"154",2009-01-01,"NOK","KEP"
"155",2009-01-01,"ZNH","BYD"
"156",2009-01-01,"MTN","PRU"
"157",2009-01-01,"CCL","NUS"
"158",2009-01-01,"URI","NFX"
"159",2009-01-01,"FR","PRU"
"160",2009-01-01,"MSM","IEX"
"161",2009-01-01,"CLB","SBS"
"162",2009-01-01,"BG","SBS"
"163",2009-01-01,"SBS","NFX"
"164",2009-01-01,"CBD","SBS"
"165",2009-01-01,"PKX","URI"
"166",2009-01-01,"TIF","MAC"
"167",2009-01-01,"MKL","RCL"
"168",2009-01-01,"AUO","ACH"
"169",2009-01-01,"TV","IEX"
"170",2009-01-01,"CEA","BYD"
"171",2009-01-01,"DNP","FR"
"172",2009-01-01,"CPT","PRU"
"173",2009-01-01,"BYD","NOK"
"174",2009-01-01,"DNP","PRU"
"175",2009-01-01,"RCL","MTN"
"176",2009-01-01,"CLB","ING"
"177",2009-01-01,"DKS","ERJ"
"178",2009-01-01,"TV","CLB"
"179",2009-01-01,"ACN","MSM"
"180",2009-01-01,"CLB","RS"
"181",2009-01-01,"ORCL","FDS"
"182",2009-01-01,"ERJ","CCL"
"183",2009-01-01,"BYD","RCL"
"184",2009-01-01,"URI","RIO"
"185",2009-01-01,"WAT","CRL"
"186",2009-01-01,"NFX","CNX"
"187",2009-01-01,"FR","MAC"
"188",2009-01-01,"SUI","TIF"
"189",2009-01-01,"PAA","MTN"
"190",2009-01-01,"URI","CCJ"
