"","dt","status","side","order_type","rule","security","qty","price"
"1","2013-02-20 14:51:00","closed","short","stoplimit","EnterSHORT","GEL.PKG","-50","5.41883671496579"
"2","2013-02-21 10:13:00","replaced","short","stoplimit","StopLossSHORT","GEL.PKG","all","8.09894382469998"
"3","2013-02-21 10:14:00","closed","short","market","Exit2SHORT","GEL.PKG","all","2.49727470742631"
"4","2013-03-22 10:51:00","closed","short","stoplimit","EnterSHORT","GEL.PKG","-50","5.42165031245198"
"5","2013-04-02 14:38:00","replaced","short","stoplimit","StopLossSHORT","GEL.PKG","all","8.05819484480363"
"6","2013-04-02 14:39:00","closed","short","market","Exit2SHORT","GEL.PKG","all","2.55792421779188"
"7","2013-08-01 09:40:00","closed","long","stoplimit","EnterLONG","GEL.PKG","50","-5.9910321503776"
"8","2013-09-16 09:31:00","closed","long","stoplimit","StopLossLONG","GEL.PKG","all","-8.9865482255664"
"9","2013-09-20 09:50:00","closed","long","stoplimit","EnterLONG","GEL.PKG","50","-7.30599321802208"
"10","2013-10-25 10:37:00","closed","long","stoplimit","StopLossLONG","GEL.PKG","all","-10.9589898270331"
"11","2013-11-07 15:43:00","closed","long","stoplimit","EnterLONG","GEL.PKG","50","-8.9295455874465"
"12",NA,"open","long","stoplimit","StopLossLONG","GEL.PKG","all","-13.3943183811698"
"13","2013-02-06 12:21:00","closed","short","stoplimit","EnterSHORT","FR.ADS","-50","1.15586363200611"
"14","2013-02-13 11:26:00","closed","short","stoplimit","StopLossSHORT","FR.ADS","all","1.71735588677671"
"15","2013-02-13 12:10:00","canceled","short","stoplimit","EnterSHORT","FR.ADS","-50","1.72185158734959"
"16","2013-02-13 12:10:00","closed","short","stoplimit","EnterSHORT","FR.ADS","-50","1.79859090482231"
"17","2013-02-25 13:31:00","replaced","short","stoplimit","StopLossSHORT","FR.ADS","all","2.69644679600101"
"18","2013-02-25 13:32:00","closed","short","market","Exit2SHORT","FR.ADS","all","0.571098360945093"
"19","2013-03-04 14:10:00","canceled","short","stoplimit","EnterSHORT","FR.ADS","-50","1.15600128606199"
"20","2013-03-04 14:10:00","canceled","short","stoplimit","EnterSHORT","FR.ADS","-50","1.1674609935503"
"21","2013-03-04 14:10:00","closed","short","stoplimit","EnterSHORT","FR.ADS","-50","1.19465055478277"
"22","2013-04-05 11:24:00","closed","short","stoplimit","StopLossSHORT","FR.ADS","all","1.75269858812188"
"23","2013-04-05 12:01:00","closed","short","stoplimit","EnterSHORT","FR.ADS","-50","1.76490865638209"
"24","2013-05-24 09:51:00","replaced","short","stoplimit","StopLossSHORT","FR.ADS","all","2.59173500924164"
"25","2013-05-24 09:52:00","closed","short","market","Exit2SHORT","FR.ADS","all","0.551502719367399"
"26","2013-06-07 09:30:00","closed","short","stoplimit","EnterSHORT","FR.ADS","-50","9.7180804397364"
"27","2013-06-07 09:31:00","closed","short","stoplimit","StopLossSHORT","FR.ADS","all","-0.580932035889965"
"28","2013-06-12 11:16:00","closed","long","stoplimit","EnterLONG","FR.ADS","50","-1.15670103745792"
"29","2013-06-21 11:26:00","closed","long","stoplimit","StopLossLONG","FR.ADS","all","-1.73505155618688"
"30","2013-06-17 09:32:00","rejected","short","market","Exit2SHORT","FR.ADS","all","-0.507734447168996"
"31","2013-06-17 11:17:00","rejected","short","market","Exit2SHORT","FR.ADS","all","0.0127817560296499"
"32","2013-06-17 11:50:00","rejected","short","market","Exit2SHORT","FR.ADS","all","0.444189843002452"
"33","2013-06-21 11:43:00","closed","long","stoplimit","EnterLONG","FR.ADS","50","-1.71053814646646"
"34","2013-07-31 13:39:00","closed","long","stoplimit","StopLossLONG","FR.ADS","all","-2.56580721969969"
"35","2013-07-31 15:28:00","closed","long","stoplimit","EnterLONG","FR.ADS","50","-2.3344698937389"
"36","2013-08-13 09:41:00","closed","long","stoplimit","StopLossLONG","FR.ADS","all","-3.50170484060835"
"37","2013-08-14 09:30:00","closed","long","stoplimit","EnterLONG","FR.ADS","50","-3.610019076657"
"38","2013-11-07 09:48:00","closed","long","stoplimit","StopLossLONG","FR.ADS","all","-5.4150286149855"
"39","2013-08-01 09:44:00","closed","long","stoplimit","EnterLONG","FUN.GIL","50","-6.37879522494616"
"40",NA,"open","long","stoplimit","StopLossLONG","FUN.GIL","all","-9.56819283741924"
"41","2013-12-03 09:32:00","rejected","short","market","Exit2SHORT","FUN.GIL","all","-1.29929522494616"
"42","2013-12-03 09:34:00","rejected","short","market","Exit2SHORT","FUN.GIL","all","-0.591198308166867"
"43","2013-05-21 09:37:00","closed","short","stoplimit","EnterSHORT","LII.KOF","-50","7.01150662552452"
"44","2013-05-31 13:26:00","closed","short","stoplimit","StopLossSHORT","LII.KOF","all","10.0871509497707"
"45","2013-05-31 13:56:00","closed","short","stoplimit","EnterSHORT","LII.KOF","-50","10.4420699118721"
"46",NA,"open","short","stoplimit","StopLossSHORT","LII.KOF","all","14.7324330078666"
"47","2013-05-28 15:00:00","closed","long","stoplimit","EnterLONG","HR.IT","50","-2.58189772469216"
"48","2013-06-11 10:59:00","closed","long","stoplimit","StopLossLONG","HR.IT","all","-3.87284658703824"
"49","2013-06-11 12:21:00","closed","long","stoplimit","EnterLONG","HR.IT","50","-4.01848692933187"
"50","2013-08-01 09:45:00","closed","long","stoplimit","StopLossLONG","HR.IT","all","-6.02773039399781"
"51","2013-08-01 14:37:00","closed","long","stoplimit","EnterLONG","HR.IT","50","-6.40927877237346"
"52","2013-11-14 12:02:00","closed","long","stoplimit","StopLossLONG","HR.IT","all","-9.61391815856019"
