"","dt","symbol1","symbol2"
"69",2004-01-01,"MAA","PRU"
"70",2004-01-01,"CCL","CBD"
"71",2004-01-01,"CCL","DKS"
"72",2004-01-01,"FUN","FR"
"73",2004-01-01,"CCL","HDB"
"74",2004-01-01,"A","ERJ"
"75",2004-01-01,"PRU","PKG"
"76",2004-01-01,"RSG","PAA"
"77",2004-01-01,"CCL","MMS"
"78",2004-01-01,"HDB","CHA"
"79",2004-01-01,"OHI","MMS"
"80",2004-01-01,"PRU","FBR"
"81",2004-01-01,"CCL","OHI"
"82",2004-01-01,"CPT","PKG"
"83",2004-01-01,"TEF","FBR"
"84",2004-01-01,"ROP","OHI"
"85",2004-01-01,"HIW","BPL"
"86",2004-01-01,"ACN","OHI"
"87",2004-01-01,"PRU","ACN"
"88",2004-01-01,"PRU","BPL"
"89",2004-01-01,"TEF","SBS"
"90",2004-01-01,"BPL","ACN"
"91",2004-01-01,"BLK","FR"
"92",2004-01-01,"PRU","TEF"
"93",2004-01-01,"OHI","URI"
"94",2004-01-01,"MTD","IEX"
"95",2004-01-01,"FBR","ACN"
"96",2004-01-01,"CLB","ZNH"
"97",2004-01-01,"PRU","OHI"
"98",2004-01-01,"MAA","CPT"
"99",2004-01-01,"CCL","CHA"
"100",2004-01-01,"MTD","SBS"
"101",2004-01-01,"TEF","MLM"
"102",2004-01-01,"PRU","HIW"
"103",2004-01-01,"BPL","USM"
"104",2004-01-01,"PRU","MLM"
"105",2004-01-01,"RL","TIF"
"106",2004-01-01,"NFX","TEF"
"107",2004-01-01,"BPL","OHI"
"108",2004-01-01,"PAA","WAT"
"109",2004-01-01,"FUN","NFX"
"110",2004-01-01,"FUN","MTD"
"111",2004-01-01,"ACN","ROP"
"112",2004-01-01,"HNP","HDB"
"113",2004-01-01,"PRU","CPT"
"114",2004-01-01,"ACN","CBD"
"115",2004-01-01,"RSG","IEX"
"116",2004-01-01,"HIW","OHI"
"117",2004-01-01,"URI","MMS"
"118",2004-01-01,"FBR","MTD"
"119",2004-01-01,"JNPR","TSM"
"120",2004-01-01,"ACN","USM"
"121",2004-01-01,"USM","OHI"
"122",2004-01-01,"HIW","ACN"
"123",2004-01-01,"OHI","JNPR"
"124",2004-01-01,"IEX","PAA"
"125",2004-01-01,"PRU","HR"
"126",2004-01-01,"HIW","USM"
"127",2004-01-01,"FBR","JNPR"
"128",2004-01-01,"HR","OHI"
"129",2004-01-01,"MTD","TEF"
"130",2004-01-01,"TSM","ADS"
"131",2004-01-01,"FBR","CBD"
"132",2004-01-01,"RSG","MTD"
"133",2004-01-01,"HNP","OHI"
"134",2004-01-01,"FUN","BLK"
"135",2004-01-01,"IEX","SBS"
"136",2004-01-01,"GEL","RS"
"137",2004-01-01,"RSG","FBR"
"138",2004-01-01,"BLK","CPT"
"139",2004-01-01,"JNPR","URI"
"140",2004-01-01,"RSG","TEF"
"141",2004-01-01,"HR","FBR"
"142",2004-01-01,"RL","JNPR"
"143",2004-01-01,"FBR","ING"
"144",2004-01-01,"RL","TSM"
"145",2004-01-01,"OHI","ING"
"146",2004-01-01,"TIF","JNPR"
"147",2004-01-01,"ACN","URI"
"148",2004-01-01,"ING","PKX"
"149",2004-01-01,"OHI","RCL"
"150",2004-01-01,"PRU","HNP"
"151",2004-01-01,"ACN","HR"
"152",2004-01-01,"GEL","CCJ"
"153",2004-01-01,"MAA","BLK"
"154",2004-01-01,"FBR","SBS"
"155",2004-01-01,"RSG","WAT"
"156",2004-01-01,"MAA","FBR"
"157",2004-01-01,"PRU","CBD"
"158",2004-01-01,"ACN","JNPR"
"159",2004-01-01,"OHI","CHA"
"160",2004-01-01,"MAC","FUN"
"161",2004-01-01,"MAA","ACN"
"162",2004-01-01,"IEX","TEF"
"163",2004-01-01,"IEX","MTG"
"164",2004-01-01,"HIW","HNP"
"165",2004-01-01,"URI","ROP"
"166",2004-01-01,"PRU","SBS"
"167",2004-01-01,"MAC","BLK"
"168",2004-01-01,"ING","MTG"
"169",2004-01-01,"USM","GEL"
"170",2004-01-01,"ACN","MLM"
"171",2004-01-01,"RSG","MLM"
"172",2004-01-01,"OHI","CBD"
"173",2004-01-01,"FUN","SBS"
"174",2004-01-01,"FUN","EL"
"175",2004-01-01,"SBS","JNPR"
"176",2004-01-01,"OHI","MLM"
"177",2004-01-01,"MAA","JNPR"
"178",2004-01-01,"ZNH","NUS"
"179",2004-01-01,"MTD","JNPR"
"180",2004-01-01,"ING","URI"
"181",2004-01-01,"FUN","TEF"
"182",2004-01-01,"CPT","TEF"
"183",2004-01-01,"PRU","IEX"
"184",2004-01-01,"MAA","HIW"
"185",2004-01-01,"CPT","FBR"
"186",2004-01-01,"OHI","ET"
"187",2004-01-01,"JNPR","ING"
"188",2004-01-01,"OHI","SQM"
"189",2004-01-01,"TEF","CBD"
"190",2004-01-01,"CCJ","ERJ"
"191",2004-01-01,"ACN","HNP"
"192",2004-01-01,"PRU","ING"
"193",2004-01-01,"MAA","FUN"
"194",2004-01-01,"CBD","CHA"
"195",2004-01-01,"MAA","OHI"
"196",2004-01-01,"NFX","FBR"
"197",2004-01-01,"PRU","HDB"
"198",2004-01-01,"JNPR","ROP"
"199",2004-01-01,"MAC","CPT"
"200",2004-01-01,"OHI","HDB"
"201",2004-01-01,"JNPR","MMS"
"202",2004-01-01,"IEX","JNPR"
"203",2004-01-01,"MAA","HR"
"204",2004-01-01,"ACN","CPT"
"205",2004-01-01,"FUN","FBR"
"206",2004-01-01,"ING","CBD"
"207",2004-01-01,"ACN","CHA"
"208",2004-01-01,"SBS","CBD"
"209",2004-01-01,"MAA","TEF"
"210",2004-01-01,"NFX","MLM"
"211",2004-01-01,"HNP","USM"
"212",2004-01-01,"TEF","ING"
"213",2004-01-01,"MAA","MAC"
"214",2004-01-01,"TSM","FDS"
"215",2004-01-01,"FBR","OHI"
"216",2004-01-01,"MTG","RCL"
"217",2004-01-01,"NFX","SBS"
"218",2004-01-01,"JNPR","ADS"
"219",2004-01-01,"MTD","PAA"
"220",2004-01-01,"OHI","SBS"
"221",2004-01-01,"MLM","SBS"
"222",2004-01-01,"FBR","TIF"
"223",2004-01-01,"MAA","SBS"
"224",2004-01-01,"GEL","ERJ"
"225",2004-01-01,"FR","SBS"
"226",2004-01-01,"MAA","MTD"
"227",2004-01-01,"FUN","CPT"
"228",2004-01-01,"FBR","URI"
"229",2004-01-01,"SQM","IT"
"230",2004-01-01,"BLK","SBS"
"231",2004-01-01,"MLM","CBD"
"232",2004-01-01,"BLK","FBR"
"233",2004-01-01,"PKG","CBD"
"234",2004-01-01,"MMS","PKX"
"235",2004-01-01,"OHI","CPT"
"236",2004-01-01,"SBS","URI"
"237",2004-01-01,"MLM","ING"
"238",2004-01-01,"IEX","ING"
"239",2004-01-01,"CHA","RS"
"240",2004-01-01,"OHI","TIF"
"241",2004-01-01,"FR","NFX"
"242",2004-01-01,"FBR","YPF"
"243",2004-01-01,"PRU","USM"
"244",2004-01-01,"MAC","NFX"
"245",2004-01-01,"ACN","MSM"
"246",2004-01-01,"RSG","YPF"
"247",2004-01-01,"MAA","EL"
"248",2004-01-01,"ACN","TIF"
"249",2004-01-01,"MAA","NFX"
"250",2004-01-01,"MKL","ADS"
"251",2004-01-01,"CPT","NFX"
"252",2004-01-01,"CPT","SBS"
"253",2004-01-01,"ACN","ING"
"254",2004-01-01,"FBR","HNP"
"255",2004-01-01,"HR","HNP"
"256",2004-01-01,"MAC","EL"
"257",2004-01-01,"OHI","IEX"
"258",2004-01-01,"EL","WAT"
"259",2004-01-01,"ING","MMS"
"260",2004-01-01,"SBS","YPF"
"261",2004-01-01,"PAA","ET"
"262",2004-01-01,"HR","JNPR"
"263",2004-01-01,"GEL","CHA"
"264",2004-01-01,"ACN","HDB"
"265",2004-01-01,"HDB","CBD"
"266",2004-01-01,"FBR","MSM"
"267",2004-01-01,"RS","CCJ"
"268",2004-01-01,"HR","MLM"
"269",2004-01-01,"MLM","HDB"
"270",2004-01-01,"MAA","TIF"
"271",2004-01-01,"KEP","SQM"
"272",2004-01-01,"HNP","MLM"
"273",2004-01-01,"RL","IEX"
"274",2004-01-01,"MLM","JNPR"
"275",2004-01-01,"FBR","USM"
"276",2004-01-01,"FBR","HDB"
"277",2004-01-01,"MAA","HNP"
"278",2004-01-01,"FBR","GEL"
"279",2004-01-01,"PRU","MAC"
"280",2004-01-01,"BPL","GEL"
"281",2004-01-01,"OHI","YPF"
"282",2004-01-01,"OHI","DKS"
"283",2004-01-01,"MTG","ADS"
"284",2004-01-01,"PRU","URI"
"285",2004-01-01,"MAC","FBR"
"286",2004-01-01,"FUN","YPF"
"287",2004-01-01,"YPF","GEL"
"288",2004-01-01,"MAA","FR"
