"","dt","status","side","order_type","rule","security","qty","price"
"1","2005-11-15 13:36:00","closed","long","stoplimit","EnterLONG","OHI.MAC","50","-1.46313967434639"
"2",NA,"open","long","stoplimit","StopLossLONG","OHI.MAC","all","-2.19470951151958"
"3","2005-02-01 15:47:00","closed","short","stoplimit","EnterSHORT","CCL.RCL","-50","4.30839935760861"
"4","2005-04-21 09:34:00","replaced","short","stoplimit","StopLossSHORT","CCL.RCL","all","6.38435745539719"
"5","2005-04-21 09:35:00","closed","short","market","Exit2SHORT","CCL.RCL","all","2.02745533806109"
"6","2005-04-29 09:32:00","closed","short","stoplimit","EnterSHORT","CCL.RCL","-50","4.30994489620342"
"7","2005-07-18 13:35:00","replaced","short","stoplimit","StopLossSHORT","CCL.RCL","all","6.44966944905121"
"8","2005-07-18 13:36:00","closed","short","market","Exit2SHORT","CCL.RCL","all","2.08885726268726"
"9","2005-07-27 15:57:00","closed","short","stoplimit","EnterSHORT","CCL.RCL","-50","4.19396577991875"
"10","2005-07-27 15:57:00","canceled","short","stoplimit","EnterSHORT","CCL.RCL","-50","4.48791526601313"
"11","2005-11-02 10:23:00","closed","short","stoplimit","StopLossSHORT","CCL.RCL","all","5.93073234581519"
"12","2005-11-02 10:24:00","closed","short","stoplimit","EnterSHORT","CCL.RCL","-50","6.69329226117721"
"13",NA,"open","short","stoplimit","StopLossSHORT","CCL.RCL","all","8.28568839176581"
"14","2005-01-07 10:03:00","closed","long","stoplimit","EnterLONG","CCJ.SQM","50","-53.6002202250053"
"15","2005-04-06 12:02:00","closed","long","stoplimit","StopLossLONG","CCJ.SQM","all","-80.400330337508"
"16","2005-04-21 10:24:00","closed","long","stoplimit","EnterLONG","DECK.BG","50","-10.4333406574931"
"17","2005-04-25 15:11:00","closed","long","stoplimit","StopLossLONG","DECK.BG","all","-15.6500109862396"
"18","2005-12-08 12:45:00","closed","long","stoplimit","EnterLONG","DECK.BG","50","-10.4028807947278"
"19","2005-12-28 10:51:00","closed","long","stoplimit","StopLossLONG","DECK.BG","all","-15.6043211920917"
"20","2005-02-28 10:30:00","closed","long","stoplimit","EnterLONG","TIF.MMS","50","-5.81081525779054"
"21",NA,"open","long","stoplimit","StopLossLONG","TIF.MMS","all","-8.71622288668581"
"22","2005-03-31 09:35:00","rejected","short","market","Exit2SHORT","TIF.MMS","all","-1.05250391716002"
"23","2005-03-31 09:44:00","rejected","short","market","Exit2SHORT","TIF.MMS","all","-0.517154949997376"
"24","2005-09-21 15:27:00","rejected","short","market","Exit2SHORT","TIF.MMS","all","-1.47661521662952"
"25","2005-09-27 13:51:00","rejected","short","market","Exit2SHORT","TIF.MMS","all","0.664780652021008"
"26","2005-09-28 14:46:00","rejected","short","market","Exit2SHORT","TIF.MMS","all","0.819818805262059"
"27","2005-09-29 11:55:00","rejected","short","market","Exit2SHORT","TIF.MMS","all","1.43506416778416"
"28","2005-09-29 14:05:00","rejected","short","market","Exit2SHORT","TIF.MMS","all","1.23852654125206"
"29","2005-09-30 09:34:00","rejected","short","market","Exit2SHORT","TIF.MMS","all","1.57467704738049"
"30","2005-09-30 09:40:00","rejected","short","market","Exit2SHORT","TIF.MMS","all","1.26229972864154"
"31","2005-09-30 10:10:00","rejected","short","market","Exit2SHORT","TIF.MMS","all","1.36170539895679"
"32","2005-09-30 13:10:00","rejected","short","market","Exit2SHORT","TIF.MMS","all","2.42002601454312"
"33","2005-09-30 13:54:00","rejected","short","market","Exit2SHORT","TIF.MMS","all","1.82229972864154"
"34","2005-09-30 14:27:00","rejected","short","market","Exit2SHORT","TIF.MMS","all","2.00229972864154"
