"","dt","status","side","order_type","rule","security","qty","price"
"1","2017-02-02 09:56:00","closed","short","stoplimit","EnterSHORT","MTD.IEX","-50","39.5882752618362"
"2","2017-02-03 10:46:00","closed","short","stoplimit","StopLossSHORT","MTD.IEX","all","57.208088361311"
"3","2017-02-03 10:47:00","closed","short","stoplimit","EnterSHORT","MTD.IEX","-50","57.9466209666081"
"4","2017-05-12 09:42:00","closed","short","stoplimit","StopLossSHORT","MTD.IEX","all","84.5871419633879"
"5","2017-05-12 09:43:00","closed","short","stoplimit","EnterSHORT","MTD.IEX","-50","90.5603960151516"
"6","2017-12-04 15:12:00","replaced","short","stoplimit","StopLossSHORT","MTD.IEX","all","135.774913321829"
"7","2017-12-04 15:13:00","closed","short","market","Exit2SHORT","MTD.IEX","all","19.2567123168044"
"8","2017-12-12 10:19:00","closed","short","stoplimit","EnterSHORT","MTD.IEX","-50","39.5765501926804"
"9","2017-12-13 11:38:00","closed","short","stoplimit","StopLossSHORT","MTD.IEX","all","48.1796736099633"
"10","2017-12-13 11:39:00","closed","short","stoplimit","EnterSHORT","MTD.IEX","-50","49.053708665935"
"11",NA,"open","short","stoplimit","StopLossSHORT","MTD.IEX","all","72.9962682800369"
"12","2017-03-10 09:57:00","closed","short","stoplimit","EnterSHORT","MTN.SMG","-50","21.7372377431908"
"13","2017-05-03 15:03:00","closed","short","stoplimit","StopLossSHORT","MTN.SMG","all","31.3933008401308"
"14","2017-05-03 15:04:00","closed","short","stoplimit","EnterSHORT","MTN.SMG","-50","34.5472966165444"
"15",NA,"open","short","stoplimit","StopLossSHORT","MTN.SMG","all","51.4333891501611"
"16","2017-01-25 09:51:00","closed","long","stoplimit","EnterLONG","RS.MLM","50","-15.5647289195861"
"17",NA,"open","long","stoplimit","StopLossLONG","RS.MLM","all","-23.3470933793791"
"18","2017-02-16 09:39:00","rejected","short","market","Exit2SHORT","RS.MLM","all","-0.543119453573652"
"19","2017-02-17 09:51:00","rejected","short","market","Exit2SHORT","RS.MLM","all","0.111375687991043"
"20","2017-02-17 10:28:00","rejected","short","market","Exit2SHORT","RS.MLM","all","0.296565312895112"
"21","2017-02-17 11:24:00","rejected","short","market","Exit2SHORT","RS.MLM","all","3.92016142614689"
"22","2017-02-17 11:33:00","rejected","short","market","Exit2SHORT","RS.MLM","all","0.145870829555733"
"23","2017-02-17 11:48:00","rejected","short","market","Exit2SHORT","RS.MLM","all","0.381639913242495"
"24","2017-02-17 11:52:00","rejected","short","market","Exit2SHORT","RS.MLM","all","0.539177213416153"
"25","2017-02-17 13:46:00","rejected","short","market","Exit2SHORT","RS.MLM","all","1.01112013473771"
"26","2017-02-17 14:10:00","rejected","short","market","Exit2SHORT","RS.MLM","all","0.258712779190219"
"27","2017-02-17 14:33:00","rejected","short","market","Exit2SHORT","RS.MLM","all","0.650945429903103"
"28","2017-02-17 14:43:00","rejected","short","market","Exit2SHORT","RS.MLM","all","0.470046401590153"
