"","dt","status","side","order_type","rule","security","qty","price"
"1","2012-08-14 15:14:00","closed","short","stoplimit","EnterSHORT","NEA.NVG","-50","0.431562431911943"
"2","2012-08-22 13:42:00","replaced","short","stoplimit","StopLossSHORT","NEA.NVG","all","0.633392719582679"
"3","2012-08-22 13:43:00","closed","short","market","Exit2SHORT","NEA.NVG","all","0.20166366962559"
"4","2012-12-11 10:31:00","closed","long","stoplimit","EnterLONG","NEA.NVG","50","-0.440490170918079"
"5",NA,"open","long","stoplimit","StopLossLONG","NEA.NVG","all","-0.660735256377118"
"6","2012-12-11 13:33:00","rejected","short","market","Exit2SHORT","NEA.NVG","all","-0.230790789774904"
"7","2012-12-11 13:38:00","rejected","short","market","Exit2SHORT","NEA.NVG","all","-0.360392027488553"
"8","2012-12-11 13:52:00","rejected","short","market","Exit2SHORT","NEA.NVG","all","-0.24198707663396"
"9","2012-12-11 14:41:00","rejected","short","market","Exit2SHORT","NEA.NVG","all","-0.232385838920312"
"10","2012-12-11 15:06:00","rejected","short","market","Exit2SHORT","NEA.NVG","all","-0.271388933204431"
"11","2012-12-11 15:13:00","rejected","short","market","Exit2SHORT","NEA.NVG","all","-0.201388933204431"
"12","2012-12-11 15:15:00","rejected","short","market","Exit2SHORT","NEA.NVG","all","-0.291189552061255"
"13","2012-12-11 15:17:00","rejected","short","market","Exit2SHORT","NEA.NVG","all","-0.271189552061255"
"14","2012-12-11 15:22:00","rejected","short","market","Exit2SHORT","NEA.NVG","all","-0.241787695490785"
"15","2012-12-11 15:30:00","rejected","short","market","Exit2SHORT","NEA.NVG","all","-0.261388933204431"
"16","2012-12-11 15:33:00","rejected","short","market","Exit2SHORT","NEA.NVG","all","-0.241787695490785"
"17","2012-12-11 15:38:00","rejected","short","market","Exit2SHORT","NEA.NVG","all","-0.290790789774904"
"18","2012-12-11 15:42:00","rejected","short","market","Exit2SHORT","NEA.NVG","all","-0.290790789774904"
"19","2012-12-11 15:46:00","rejected","short","market","Exit2SHORT","NEA.NVG","all","-0.340790789774905"
"20","2012-12-11 15:48:00","rejected","short","market","Exit2SHORT","NEA.NVG","all","-0.360392027488553"
"21","2012-12-11 15:55:00","rejected","short","market","Exit2SHORT","NEA.NVG","all","-0.370392027488553"
"22","2012-12-12 09:34:00","rejected","short","market","Exit2SHORT","NEA.NVG","all","-0.263382744636194"
"23","2012-12-12 09:44:00","rejected","short","market","Exit2SHORT","NEA.NVG","all","-0.0235821257793702"
"24","2012-12-12 10:05:00","rejected","short","market","Exit2SHORT","NEA.NVG","all","-0.214778412638427"
"25","2012-12-12 10:09:00","rejected","short","market","Exit2SHORT","NEA.NVG","all","-0.0945790314952504"
"26","2012-12-12 10:14:00","rejected","short","market","Exit2SHORT","NEA.NVG","all","-0.064579031495251"
"27","2012-12-12 10:22:00","rejected","short","market","Exit2SHORT","NEA.NVG","all","-0.263980888065722"
"28","2012-12-12 10:31:00","rejected","short","market","Exit2SHORT","NEA.NVG","all","-0.254180269208899"
"29","2012-12-12 10:33:00","rejected","short","market","Exit2SHORT","NEA.NVG","all","-0.214778412638427"
