"","dt","status","side","order_type","rule","security","qty","price"
"1","2004-06-01 10:06:00","closed","short","stoplimit","EnterSHORT","TV.IEX","-50","11.9746694867416"
"2",NA,"open","short","stoplimit","StopLossSHORT","TV.IEX","all","17.76509808761"
"3","2004-01-16 13:46:00","closed","long","stoplimit","EnterLONG","URI.A","50","-2.28081455572969"
"4","2004-01-27 09:59:00","closed","long","stoplimit","StopLossLONG","URI.A","all","-3.42122183359454"
"5","2004-01-21 15:14:00","rejected","short","market","Exit2SHORT","URI.A","all","-1.23983068122148"
"6","2004-01-22 11:58:00","rejected","short","market","Exit2SHORT","URI.A","all","-1.071208650292"
"7","2004-01-27 10:05:00","closed","long","stoplimit","EnterLONG","URI.A","50","-3.35291800952875"
"8","2004-02-25 10:30:00","closed","long","stoplimit","StopLossLONG","URI.A","all","-5.02937701429313"
"9","2004-03-23 13:11:00","closed","long","stoplimit","EnterLONG","URI.A","50","-2.95187361010646"
"10","2004-03-29 09:52:00","closed","long","stoplimit","StopLossLONG","URI.A","all","-4.42781041515969"
"11","2004-03-31 09:42:00","closed","long","stoplimit","EnterLONG","URI.A","50","-3.8237823047461"
"12",NA,"open","long","stoplimit","StopLossLONG","URI.A","all","-5.73567345711915"
"13","2004-05-12 09:37:00","rejected","short","market","Exit2SHORT","URI.A","all","-1.04799139182625"
"14","2004-06-09 14:26:00","rejected","short","market","Exit2SHORT","URI.A","all","-1.29857447092384"
"15","2004-07-14 10:19:00","rejected","short","market","Exit2SHORT","URI.A","all","0.113245369994036"
"16","2004-07-14 12:26:00","rejected","short","market","Exit2SHORT","URI.A","all","-0.0179207882011347"
"17","2004-07-15 10:29:00","rejected","short","market","Exit2SHORT","URI.A","all","0.385029909099352"
"18","2004-07-15 10:44:00","rejected","short","market","Exit2SHORT","URI.A","all","0.411902702736068"
"19","2004-07-15 10:57:00","rejected","short","market","Exit2SHORT","URI.A","all","0.537503432739932"
"20","2004-07-15 11:37:00","rejected","short","market","Exit2SHORT","URI.A","all","0.34753873455249"
"21","2004-07-15 13:00:00","rejected","short","market","Exit2SHORT","URI.A","all","0.185718893634615"
"22","2004-07-15 13:04:00","rejected","short","market","Exit2SHORT","URI.A","all","0.205718893634614"
"23","2004-07-15 15:56:00","rejected","short","market","Exit2SHORT","URI.A","all","0.171319623638482"
"24","2004-07-16 10:14:00","rejected","short","market","Exit2SHORT","URI.A","all","0.29255638545877"
"25","2004-07-16 10:32:00","rejected","short","market","Exit2SHORT","URI.A","all","0.621249020013366"
"26","2004-07-16 11:03:00","rejected","short","market","Exit2SHORT","URI.A","all","0.396920353642347"
"27","2004-07-16 11:07:00","rejected","short","market","Exit2SHORT","URI.A","all","0.416301972732203"
"28","2004-07-16 14:42:00","rejected","short","market","Exit2SHORT","URI.A","all","0.488740194560226"
"29","2004-07-16 14:52:00","rejected","short","market","Exit2SHORT","URI.A","all","0.519358575470367"
"30","2004-07-16 14:54:00","rejected","short","market","Exit2SHORT","URI.A","all","0.515612988196938"
"31","2004-07-16 15:04:00","rejected","short","market","Exit2SHORT","URI.A","all","0.546849750017227"
