"","dt","status","side","order_type","rule","security","qty","price"
"1","2015-02-13 10:05:00","closed","long","stoplimit","EnterLONG","DNP.MKL","50","-1.22726885285623"
"2","2015-03-19 15:56:00","closed","long","stoplimit","StopLossLONG","DNP.MKL","all","-1.84090327928435"
"3","2015-03-20 13:49:00","closed","long","stoplimit","EnterLONG","DNP.MKL","50","-1.86570204202742"
"4","2015-06-30 14:37:00","closed","long","stoplimit","StopLossLONG","DNP.MKL","all","-2.79855306304113"
"5","2015-01-26 10:42:00","closed","short","stoplimit","EnterSHORT","ZNH.CEA","-50","2.10657281468053"
"6","2015-01-30 10:18:00","replaced","short","stoplimit","StopLossSHORT","ZNH.CEA","all","2.96809142234813"
"7","2015-01-30 10:19:00","closed","short","market","Exit2SHORT","ZNH.CEA","all","1.02805467067419"
"8","2015-03-11 09:39:00","closed","short","stoplimit","EnterSHORT","ZNH.CEA","-50","2.12655673667625"
"9","2015-03-17 15:55:00","closed","short","stoplimit","StopLossSHORT","ZNH.CEA","all","3.16058510501437"
"10","2015-03-17 15:56:00","closed","short","stoplimit","EnterSHORT","ZNH.CEA","-50","3.8840234351636"
"11","2015-04-22 10:57:00","closed","short","stoplimit","StopLossSHORT","ZNH.CEA","all","5.64655949817019"
"12","2015-04-22 10:58:00","closed","short","stoplimit","EnterSHORT","ZNH.CEA","-50","5.78383510842664"
"13","2015-07-28 13:08:00","closed","short","stoplimit","StopLossSHORT","ZNH.CEA","all","5.90736968159547"
"14","2015-07-29 09:44:00","closed","short","stoplimit","EnterSHORT","ZNH.CEA","-50","8.37276597573804"
"15",NA,"open","short","stoplimit","StopLossSHORT","ZNH.CEA","all","11.0055403279874"
"16","2015-03-17 15:47:00","closed","long","stoplimit","EnterLONG","BLK.FDS","50","-52.4211920073505"
"17","2015-05-19 09:34:00","closed","long","stoplimit","StopLossLONG","BLK.FDS","all","-78.6317880110257"
"18","2015-05-21 11:40:00","closed","long","stoplimit","EnterLONG","BLK.FDS","50","-81.5213557743142"
"19","2015-08-05 09:58:00","closed","long","stoplimit","StopLossLONG","BLK.FDS","all","-122.282033661471"
"20","2015-11-16 10:21:00","closed","long","stoplimit","EnterLONG","BLK.FDS","50","-84.8797280771935"
"21","2015-12-11 13:57:00","closed","long","stoplimit","StopLossLONG","BLK.FDS","all","-127.31959211579"
"22","2015-12-21 09:32:00","closed","long","stoplimit","EnterLONG","BLK.FDS","50","-75.9291970811259"
"23",NA,"open","long","stoplimit","StopLossLONG","BLK.FDS","all","-113.893795621689"
"24","2015-07-23 09:31:00","closed","short","stoplimit","EnterSHORT","NVG.URI","-50","3.76456170199963"
"25",NA,"open","short","stoplimit","StopLossSHORT","NVG.URI","all","5.63479323046425"
"26","2015-01-08 10:11:00","closed","long","stoplimit","EnterLONG","HNP.AUO","50","-8.89539555377748"
"27",NA,"open","long","stoplimit","StopLossLONG","HNP.AUO","all","-13.3430933306662"
"28","2015-04-10 10:30:00","rejected","short","market","Exit2SHORT","HNP.AUO","all","0.809722397999877"
"29","2015-04-10 12:41:00","rejected","short","market","Exit2SHORT","HNP.AUO","all","1.46333526018055"
"30","2015-04-14 11:56:00","rejected","short","market","Exit2SHORT","HNP.AUO","all","1.47056098454188"
"31","2015-04-14 12:52:00","rejected","short","market","Exit2SHORT","HNP.AUO","all","1.54056098454188"
"32","2015-04-14 12:57:00","rejected","short","market","Exit2SHORT","HNP.AUO","all","1.55056098454188"
