"","dt","symbol1","symbol2"
"173",2010-01-01,"LII","BLK"
"174",2010-01-01,"UPS","CCL"
"175",2010-01-01,"MAA","KSS"
"176",2010-01-01,"SUI","PKG"
"177",2010-01-01,"CLB","KOF"
"178",2010-01-01,"MTN","COG"
"179",2010-01-01,"NFX","ZNH"
"180",2010-01-01,"MAA","ROP"
"181",2010-01-01,"ADS","URI"
"182",2010-01-01,"GEL","SKX"
"183",2010-01-01,"CLB","MTN"
"184",2010-01-01,"CPT","ADS"
"185",2010-01-01,"CEA","FDS"
"186",2010-01-01,"HIW","ADS"
"187",2010-01-01,"IEX","KOF"
"188",2010-01-01,"CEA","CCJ"
"189",2010-01-01,"SUI","URI"
"190",2010-01-01,"MTN","FDS"
"191",2010-01-01,"MAA","PKG"
"192",2010-01-01,"CEA","CBD"
"193",2010-01-01,"SQM","HDB"
"194",2010-01-01,"MSM","SUI"
"195",2010-01-01,"MMS","MTN"
"196",2010-01-01,"ZNH","CCJ"
"197",2010-01-01,"MTN","ADS"
"198",2010-01-01,"CEA","PRU"
"199",2010-01-01,"LII","IEX"
"200",2010-01-01,"MMS","CBD"
"201",2010-01-01,"IEX","SUI"
"202",2010-01-01,"PAA","IEX"
"203",2010-01-01,"KOF","EL"
"204",2010-01-01,"CEA","NFX"
"205",2010-01-01,"BPL","EL"
"206",2010-01-01,"BLK","SUI"
"207",2010-01-01,"CCL","ZNH"
"208",2010-01-01,"PAA","KOF"
"209",2010-01-01,"MMS","IEX"
"210",2010-01-01,"CEA","TIF"
"211",2010-01-01,"MAA","SBS"
"212",2010-01-01,"CPT","RCL"
"213",2010-01-01,"CBD","MTN"
"214",2010-01-01,"LII","SUI"
"215",2010-01-01,"MAA","MSM"
"216",2010-01-01,"BLK","ZNH"
"217",2010-01-01,"MTN","RCL"
"218",2010-01-01,"MTN","HIW"
"219",2010-01-01,"PAA","MTN"
"220",2010-01-01,"DNP","PRU"
"221",2010-01-01,"MMS","MSM"
"222",2010-01-01,"CEA","RCL"
"223",2010-01-01,"EL","NUS"
"224",2010-01-01,"MTN","EL"
"225",2010-01-01,"CCJ","JNPR"
"226",2010-01-01,"CEA","ACH"
"227",2010-01-01,"BPL","MTD"
"228",2010-01-01,"KSS","SBS"
"229",2010-01-01,"BPL","COG"
"230",2010-01-01,"URI","MAC"
"231",2010-01-01,"SQM","WAT"
"232",2010-01-01,"CCL","KSS"
"233",2010-01-01,"IEX","MSM"
"234",2010-01-01,"MAA","NFX"
"235",2010-01-01,"RL","SBS"
"236",2010-01-01,"BLK","SQM"
"237",2010-01-01,"BLK","MTN"
"238",2010-01-01,"PKX","TV"
"239",2010-01-01,"PAA","BLK"
"240",2010-01-01,"SUI","DKS"
"241",2010-01-01,"PAA","PKX"
"242",2010-01-01,"IEX","COG"
"243",2010-01-01,"MTN","DECK"
"244",2010-01-01,"SUI","FDS"
"245",2010-01-01,"LII","WAT"
"246",2010-01-01,"MTN","A"
"247",2010-01-01,"IEX","RL"
"248",2010-01-01,"MTN","KEP"
"249",2010-01-01,"MTN","WAT"
"250",2010-01-01,"CEA","GIL"
"251",2010-01-01,"RL","KSS"
"252",2010-01-01,"SUI","NFX"
"253",2010-01-01,"KOF","ACN"
"254",2010-01-01,"KOF","NUS"
"255",2010-01-01,"CCL","DKS"
"256",2010-01-01,"CLB","CBD"
"257",2010-01-01,"ORCL","ZNH"
"258",2010-01-01,"BPL","RL"
"259",2010-01-01,"BPL","BLK"
"260",2010-01-01,"IEX","BLK"
"261",2010-01-01,"MAA","DKS"
"262",2010-01-01,"LII","COG"
"263",2010-01-01,"BLK","RL"
"264",2010-01-01,"RL","HIW"
"265",2010-01-01,"TEF","SUI"
"266",2010-01-01,"CLB","RL"
"267",2010-01-01,"TEF","KSS"
"268",2010-01-01,"BLK","KEP"
"269",2010-01-01,"MAA","COG"
"270",2010-01-01,"CBD","PKX"
"271",2010-01-01,"CLB","RCL"
"272",2010-01-01,"MTN","IT"
"273",2010-01-01,"CLB","TEF"
"274",2010-01-01,"A","ADS"
"275",2010-01-01,"HIW","PKG"
"276",2010-01-01,"ROP","KOF"
"277",2010-01-01,"CLB","IEX"
"278",2010-01-01,"CLB","PKX"
"279",2010-01-01,"RL","CPT"
"280",2010-01-01,"MTN","MTD"
"281",2010-01-01,"MTN","PKG"
"282",2010-01-01,"ROP","IEX"
"283",2010-01-01,"MTN","SBS"
"284",2010-01-01,"KOF","COG"
"285",2010-01-01,"CBD","DECK"
"286",2010-01-01,"BLK","WAT"
"287",2010-01-01,"IEX","PKG"
"288",2010-01-01,"KOF","MSM"
"289",2010-01-01,"PKX","EL"
"290",2010-01-01,"BLK","SBS"
"291",2010-01-01,"SBS","NFX"
"292",2010-01-01,"DECK","NUS"
"293",2010-01-01,"DECK","ACN"
"294",2010-01-01,"LII","ORCL"
"295",2010-01-01,"BLK","KSS"
"296",2010-01-01,"CPT","ERJ"
"297",2010-01-01,"MAA","TV"
"298",2010-01-01,"MAA","BLK"
"299",2010-01-01,"MAA","KEP"
"300",2010-01-01,"PAA","WAT"
"301",2010-01-01,"CLB","TIF"
"302",2010-01-01,"BLK","COG"
"303",2010-01-01,"PAA","ZNH"
"304",2010-01-01,"MMS","FDS"
"305",2010-01-01,"ROP","TEF"
"306",2010-01-01,"BPL","PKG"
"307",2010-01-01,"BPL","TIF"
"308",2010-01-01,"KOF","DECK"
"309",2010-01-01,"BPL","CNX"
"310",2010-01-01,"PKX","SUI"
"311",2010-01-01,"MMS","WAT"
"312",2010-01-01,"MTN","TEF"
"313",2010-01-01,"MAA","WAT"
"314",2010-01-01,"MAA","FDS"
"315",2010-01-01,"KSS","KEP"
"316",2010-01-01,"BPL","RCL"
"317",2010-01-01,"CLB","PAA"
"318",2010-01-01,"CPT","URI"
"319",2010-01-01,"ROP","DECK"
"320",2010-01-01,"MTD","IT"
"321",2010-01-01,"RL","KEP"
"322",2010-01-01,"RCL","CNX"
"323",2010-01-01,"MTN","URI"
"324",2010-01-01,"RL","MSM"
"325",2010-01-01,"SQM","JNPR"
"326",2010-01-01,"TEF","PAA"
"327",2010-01-01,"COG","TV"
"328",2010-01-01,"PAA","ORCL"
"329",2010-01-01,"MMS","RL"
"330",2010-01-01,"NVG","MAC"
"331",2010-01-01,"MTN","CCL"
"332",2010-01-01,"IEX","TV"
"333",2010-01-01,"TIF","RCL"
"334",2010-01-01,"KSS","DKS"
"335",2010-01-01,"LII","PKG"
"336",2010-01-01,"PKX","MSM"
"337",2010-01-01,"CCL","RL"
"338",2010-01-01,"ROP","PKX"
"339",2010-01-01,"CLB","BLK"
"340",2010-01-01,"NVG","JBL"
"341",2010-01-01,"PKX","COG"
"342",2010-01-01,"KOF","TV"
"343",2010-01-01,"DKS","SBS"
"344",2010-01-01,"COG","PKG"
"345",2010-01-01,"KEP","IT"
"346",2010-01-01,"SUI","PRU"
"347",2010-01-01,"MTN","CNX"
"348",2010-01-01,"CEA","NUS"
"349",2010-01-01,"MMS","RCL"
"350",2010-01-01,"WAT","HDB"
"351",2010-01-01,"NVG","GIL"
"352",2010-01-01,"CLB","DKS"
"353",2010-01-01,"PAA","RL"
"354",2010-01-01,"BLK","ORCL"
"355",2010-01-01,"BPL","HDB"
"356",2010-01-01,"RCL","A"
"357",2010-01-01,"KOF","HIW"
"358",2010-01-01,"MTN","KSS"
"359",2010-01-01,"RL","ADS"
"360",2010-01-01,"NVG","PRU"
"361",2010-01-01,"URI","RL"
"362",2010-01-01,"PAA","COG"
"363",2010-01-01,"LII","PKX"
"364",2010-01-01,"URI","TIF"
"365",2010-01-01,"ERJ","PRU"
"366",2010-01-01,"TV","HDB"
"367",2010-01-01,"PKG","CPT"
"368",2010-01-01,"CLB","TV"
"369",2010-01-01,"PAA","RCL"
"370",2010-01-01,"ROP","RL"
"371",2010-01-01,"ROP","CBD"
"372",2010-01-01,"CPT","CNX"
"373",2010-01-01,"ROP","MSM"
"374",2010-01-01,"CLB","CNX"
"375",2010-01-01,"BLK","NFX"
"376",2010-01-01,"PAA","PKG"
"377",2010-01-01,"MMS","BLK"
"378",2010-01-01,"RCL","NFX"
"379",2010-01-01,"ADS","ERJ"
"380",2010-01-01,"SUI","MAC"
"381",2010-01-01,"DECK","PKX"
"382",2010-01-01,"KEP","CPT"
"383",2010-01-01,"COG","MSM"
"384",2010-01-01,"NFX","JNPR"
"385",2010-01-01,"PAA","MSM"
"386",2010-01-01,"URI","KEP"
"387",2010-01-01,"CCL","NFX"
"388",2010-01-01,"IEX","WAT"
"389",2010-01-01,"IEX","CBD"
"390",2010-01-01,"HDB","RS"
"391",2010-01-01,"RCL","KSS"
"392",2010-01-01,"MAA","PKX"
"393",2010-01-01,"LII","MTD"
"394",2010-01-01,"MTN","HDB"
"395",2010-01-01,"A","MAC"
"396",2010-01-01,"CPT","TIF"
"397",2010-01-01,"RCL","FDS"
"398",2010-01-01,"BPL","SBS"
"399",2010-01-01,"CLB","WAT"
"400",2010-01-01,"PAA","CBD"
"401",2010-01-01,"CLB","EL"
"402",2010-01-01,"HIW","URI"
"403",2010-01-01,"LII","KOF"
"404",2010-01-01,"KEP","NFX"
"405",2010-01-01,"CLB","FDS"
"406",2010-01-01,"RCL","KEP"
"407",2010-01-01,"FDS","BVN"
"408",2010-01-01,"CBD","NUS"
"409",2010-01-01,"RL","RCL"
"410",2010-01-01,"TV","EL"
"411",2010-01-01,"RCL","SBS"
"412",2010-01-01,"HIW","MSM"
"413",2010-01-01,"RCL","PKG"
"414",2010-01-01,"COG","KEP"
"415",2010-01-01,"ROP","RCL"
"416",2010-01-01,"URI","IEX"
"417",2010-01-01,"IEX","UPS"
"418",2010-01-01,"CLB","CCL"
"419",2010-01-01,"CLB","HDB"
"420",2010-01-01,"WAT","MTD"
"421",2010-01-01,"CLB","SBS"
"422",2010-01-01,"WAT","COG"
"423",2010-01-01,"ACN","ASGN"
"424",2010-01-01,"KOF","PKG"
"425",2010-01-01,"RL","COG"
"426",2010-01-01,"BPL","NUS"
"427",2010-01-01,"SQM","SBS"
"428",2010-01-01,"PKG","ADS"
"429",2010-01-01,"MSM","TIF"
"430",2010-01-01,"COG","MTD"
"431",2010-01-01,"ROP","LII"
"432",2010-01-01,"PKX","WAT"
"433",2010-01-01,"MMS","TIF"
"434",2010-01-01,"PAA","EL"
"435",2010-01-01,"CLB","COG"
"436",2010-01-01,"ROP","WAT"
"437",2010-01-01,"RS","JNPR"
"438",2010-01-01,"ORCL","COG"
"439",2010-01-01,"IEX","HIW"
"440",2010-01-01,"PAA","TV"
"441",2010-01-01,"ASGN","SKX"
"442",2010-01-01,"CPT","SBS"
"443",2010-01-01,"BLK","TV"
"444",2010-01-01,"CCL","SBS"
"445",2010-01-01,"CCL","BLK"
"446",2010-01-01,"MMS","DKS"
"447",2010-01-01,"ROP","FDS"
"448",2010-01-01,"LII","RL"
"449",2010-01-01,"IT","PRU"
"450",2010-01-01,"RCL","ADS"
"451",2010-01-01,"LII","TV"
"452",2010-01-01,"SQM","RS"
"453",2010-01-01,"BPL","SKX"
"454",2010-01-01,"KEP","CNX"
"455",2010-01-01,"BLK","DKS"
"456",2010-01-01,"CPT","MTD"
"457",2010-01-01,"COG","EL"
"458",2010-01-01,"PKG","MTD"
"459",2010-01-01,"MTN","NUS"
"460",2010-01-01,"HIW","TIF"
"461",2010-01-01,"MAA","TIF"
"462",2010-01-01,"HR","URI"
"463",2010-01-01,"KOF","WAT"
"464",2010-01-01,"MAA","CCJ"
"465",2010-01-01,"DECK","IEX"
"466",2010-01-01,"SUI","JBL"
"467",2010-01-01,"COG","CPT"
"468",2010-01-01,"DECK","EL"
"469",2010-01-01,"RL","NFX"
"470",2010-01-01,"ROP","BLK"
"471",2010-01-01,"MAA","KOF"
"472",2010-01-01,"BPL","A"
"473",2010-01-01,"BLK","PKG"
"474",2010-01-01,"MAA","JNPR"
"475",2010-01-01,"MAA","RCL"
"476",2010-01-01,"RCL","MSM"
"477",2010-01-01,"MTN","NFX"
"478",2010-01-01,"MAA","TEF"
"479",2010-01-01,"CNX","TIF"
"480",2010-01-01,"MAA","ERJ"
"481",2010-01-01,"RL","FDS"
"482",2010-01-01,"KSS","NFX"
"483",2010-01-01,"DECK","ASGN"
"484",2010-01-01,"HR","IT"
"485",2010-01-01,"SBS","CNX"
"486",2010-01-01,"PAA","CCL"
"487",2010-01-01,"IEX","CPT"
"488",2010-01-01,"MMS","SBS"
"489",2010-01-01,"IEX","KEP"
"490",2010-01-01,"PKX","ACN"
"491",2010-01-01,"CBD","MSM"
"492",2010-01-01,"RCL","WAT"
"493",2010-01-01,"MAA","A"
"494",2010-01-01,"BPL","MAC"
"495",2010-01-01,"PAA","HDB"
"496",2010-01-01,"RCL","CCL"
"497",2010-01-01,"IEX","ORCL"
"498",2010-01-01,"BPL","FDS"
"499",2010-01-01,"TEF","RL"
"500",2010-01-01,"PKX","PKG"
"501",2010-01-01,"PAA","SQM"
"502",2010-01-01,"CPT","MSM"
"503",2010-01-01,"CLB","KSS"
"504",2010-01-01,"HIW","RCL"
"505",2010-01-01,"MAA","ADS"
"506",2010-01-01,"MTN","DKS"
"507",2010-01-01,"IEX","KSS"
"508",2010-01-01,"CBD","TEF"
"509",2010-01-01,"WAT","KEP"
"510",2010-01-01,"MSM","FDS"
"511",2010-01-01,"RCL","DKS"
"512",2010-01-01,"MAA","MTD"
"513",2010-01-01,"URI","TEF"
"514",2010-01-01,"CCL","FDS"
"515",2010-01-01,"SUI","GIL"
"516",2010-01-01,"COG","DKS"
"517",2010-01-01,"RL","PKG"
"518",2010-01-01,"RL","TIF"
"519",2010-01-01,"TEF","BLK"
"520",2010-01-01,"CCL","KEP"
"521",2010-01-01,"KSS","ADS"
"522",2010-01-01,"CBD","EL"
"523",2010-01-01,"WAT","MSM"
"524",2010-01-01,"RCL","CCJ"
"525",2010-01-01,"IEX","RCL"
"526",2010-01-01,"PAA","MTD"
"527",2010-01-01,"RCL","COG"
"528",2010-01-01,"ORCL","PKG"
"529",2010-01-01,"RL","DKS"
"530",2010-01-01,"KOF","CPT"
"531",2010-01-01,"CBD","TIF"
"532",2010-01-01,"KOF","A"
"533",2010-01-01,"SKX","JBL"
"534",2010-01-01,"TEF","KEP"
"535",2010-01-01,"MSM","TV"
"536",2010-01-01,"ROP","CPT"
